Comp-FITC_Alexa 488-A :: CD56,Comp-PE-A :: CD11c,Comp-PE-Cy55-A :: CD3,Comp-PE-Cy7-A :: CD45RO,Comp-APC_Ax 647-A :: 2H2,Comp-APC-Ax700-A :: CD4,Comp-APC-H7-A :: CD8,FlowMeans.ClusterID,EventNumberDP
64.6102,58.5354,12780.5,-158.616,-116.308,2416.8,33464.6,10000,14617
293.586,191.166,6737.26,7758.46,-250.412,14957.3,-339.481,40000,14625
296.157,881.35,227.854,6267.2,438.987,990.27,394.017,50000,14637
345.593,255.369,20719.6,-747.993,497.75,13747.4,359.723,30000,14645
137.434,178.231,7492.49,585.027,777.664,15651.8,-394.336,40000,14653
1844.22,774.079,154.157,387.361,461.975,1776.29,3835.76,50000,14657
191.462,178.915,6140.76,393.588,268.843,15616.2,252.061,40000,14661
95.5697,101.295,13209.6,1103.2,83.0325,10552.2,-140.563,30000,14673
201.196,108.294,8876.6,13872.8,-882.181,12415.1,-674.809,20000,14677
42.8449,204.56,5650.75,979.619,530.871,14268.4,-426.648,40000,14681
143.084,132.817,6235.39,1933.38,568.625,-1550.48,15975.5,10000,14685
165.485,16.9501,15834.5,20705.5,-1717.49,24479.4,-622.276,20000,14693
163.573,168.338,4205.21,20295.8,-1722.56,21092.2,-194.842,20000,14697
306.436,342.188,235.995,-75.4611,353.267,27097.5,755.118,40000,14709
215.877,88.7175,8923.07,10286.6,-652.246,16077.9,-309.933,20000,14717
96.8403,65.2337,14179,9993.38,-160.363,14316.6,-41.1602,20000,14721
350.698,254.107,7663.54,11340.2,-533.614,22648.1,-675.391,20000,14729
151.965,133.755,66.7645,-21.3434,21.8742,1826.31,-41.9186,50000,14733
173.652,99.639,7953.09,11320.2,-1167.49,11945.1,121.851,20000,14741
300.095,80.2145,5315.12,1000.35,234.242,1072,12276.6,10000,14745
249.343,51.5017,6409.77,10998.4,-126.2,10068.4,25.3975,20000,14753
134.698,95.2209,16219.1,412.162,-302.527,19901.7,-281.984,30000,14757
263.929,93.1521,11195.2,7163.17,339.067,809.688,-686.128,40000,14765
989.32,27.4669,8188.64,4400.24,239.869,-1094.6,15831.9,10000,14769
85.1986,172.142,4224.45,8005.05,-912.789,11450.1,-62.0307,40000,14773
8.36351,122.378,12175.2,281.52,-340.844,15047.9,813.043,30000,14777
174.028,120.493,10371.1,-658.879,229.06,11595.6,383.896,40000,14781
205.52,26.0262,23536.9,-1282.52,186.017,14818.5,13.8941,30000,14785
132.969,307.028,14611.6,18339.1,-1747.62,24324.9,429.495,20000,14789
84.5627,44.461,16066.2,221.11,-270.973,18763.8,459.785,30000,14793
226.189,82.8845,10600.2,2831.04,50.18,12563.2,-196.173,40000,14801
158.275,371.736,6086.71,6195.08,898.398,20170,-214.064,40000,14813
278.328,43.5446,20784,-680.928,-206.188,19015.1,-214.176,30000,14817
371.892,168.546,5330.57,1657.09,512.008,-223.281,21916.5,10000,14821
103.547,-29.5023,11947.3,485.992,313.427,14808.5,518.953,30000,14825
119.805,165.483,8155.13,-171.628,-127.85,13542.4,-319.525,40000,14829
351.985,163.217,11642.8,7729.3,-484.052,22547.8,-238.542,20000,14837
171.391,99.8536,15946.3,-232.233,-310.986,16278.8,3.35743,30000,14841
133.382,132.326,10123.2,2477.28,-214.092,13896.1,71.314,40000,14849
104.324,104.571,14071.4,9494.09,-971.261,1351.88,11053.3,10000,14853
907.019,314.158,3251.9,93.1527,-298.894,1393.47,314.963,50000,14857
573.186,4410.86,133.103,1260.2,2279.55,3447.66,320.728,50000,14861
121.655,313.686,13486.9,1036.71,-1042.67,-1349.94,33392.8,10000,14865
273.276,2.17569,11169.7,143.16,-447.738,715.635,22614.8,10000,14869
897.267,19038.8,182.878,10537,567.857,3407.55,157.406,50000,14873
220.799,164.486,12019.6,870.853,-119.005,12943.9,-141.643,30000,14881
373.44,288.408,8412.66,8891.26,-501.399,18411.3,-634.63,20000,14885
185.906,95.6893,4545.84,-72.4564,457.97,546.615,12414.3,50000,14889
358.645,113.118,230.332,25.0504,581.13,-515.804,665.059,50000,14893
290.17,16.0658,5431.34,3448.58,-515.233,8740.95,-337.113,40000,14897
264.96,156.263,103.092,-54.1849,100.477,-362.234,402.027,50000,14901
192.209,64.8202,13408.7,7870.93,-493.873,17810.2,-372.175,20000,14905
136.61,170.385,6429.63,-458.415,-221.266,4008.87,21210.7,10000,14909
154.882,75.569,4336.06,1807.98,94.2049,11677.6,-615.409,40000,14917
344.406,61.6024,89.9419,236.868,581.919,26902.8,931.827,40000,14925
227.349,118.012,170.02,227.481,1018.81,270.709,-154.131,50000,14933
189.13,40.0789,4372.87,214.413,-290.507,1551.49,14788.8,10000,14937
210.787,104.234,8290.56,728.367,494.002,10304.8,-187.736,40000,14949
255.948,44.8942,4950.24,4313.56,-183.627,11005.2,-855.497,40000,14953
134.279,239.158,6351.2,-463.044,295.093,12162.3,107.483,40000,14961
214.83,149.69,1010.35,204.05,589.755,17391.9,-47.5695,40000,14973
210.163,89.6913,20162,-214.329,-51.7339,17361,62.162,30000,14977
329.132,167.02,12591.8,2703.25,-90.038,16750,520.821,30000,14981
247.029,154.113,11024.8,5941.47,-802.28,11205.1,710.576,40000,14985
273.713,132.059,12354.9,9206.86,-197.119,17462.3,-424.979,20000,14993
140.857,40.5104,8031.77,1008.76,-91.913,17675,-416.071,40000,14997
424.679,164.892,188.022,677.749,385.749,16544.2,-458.393,50000,15009
521.439,110.934,7134.04,1523.16,317.917,641.57,-233.077,40000,15029
50.6618,68.4938,9282.04,-377.96,239.567,14474,-793.891,40000,15033
698.445,222.692,4604.31,932.178,-125.752,1107.87,1619.35,50000,15041
312.866,235.459,353.764,32.8208,554.637,919.631,754.654,50000,15045
217.241,218.175,12478.6,3775.39,464.63,-2097.83,-202.08,30000,15049
84.0453,240.566,6066.74,1463.27,-242.781,11890.8,-369.654,40000,15053
182.636,63.1344,9894.78,525.635,-156.664,10260.4,102.096,40000,15065
174.694,131.01,8131.91,4658.33,342.51,17461.8,-704.548,40000,15069
16.813,61.0553,391.868,-100.128,1007.18,-1450.36,25.2322,50000,15077
180.681,99.9695,13427,-375.289,89.0472,17944.3,-400.042,30000,15081
247.966,-6.19659,5410.13,3392.89,208.858,11804.8,-223.328,40000,15085
193.192,94.1922,7895.15,1040.88,655.379,-1166.55,15883.5,10000,15089
235.673,18.1631,6200.64,399.12,-195.945,17849.2,-676.314,40000,15097
212.767,38.6242,8310.21,4813.07,-28.1469,9689.73,187.112,40000,15109
192.669,153.693,272.828,192.474,-196.919,2545.09,953.836,50000,15113
332.999,150.919,14108.1,-288.548,342.985,19881,-276.904,30000,15117
225.877,258.196,140.809,145.099,496.779,1868.09,268.45,50000,15125
53.4318,32.2569,9092.22,598.047,550.681,16276.5,0.708689,40000,15141
291.217,386.305,188.72,66.9814,-7.96646,1294.28,906.988,50000,15149
4258.57,1057.15,287.288,65.877,459.064,852.344,444.913,50000,15153
591.316,951.904,368.488,-143.704,712.646,214.002,377.121,50000,15157
54.926,93.0192,331.609,-41.9209,71.7452,481.888,442.96,50000,15161
103.799,175.865,5318.83,601.264,-579.147,2141.57,16911.7,10000,15165
77.4424,91.874,12335.2,1782.61,-441.07,12762.1,-63.6757,30000,15173
252.833,238.006,10184.6,477.195,198.25,-2327.92,17312.8,10000,15177
88.9722,132.787,95.5953,-80.4902,-46.2768,490.901,71.7311,50000,15181
259.757,51.9106,5456.43,4120.6,353.702,20937.3,-279.204,40000,15189
344.712,119.707,11005.4,12416.7,-934.53,2415.25,11795.8,20000,15193
239.221,14.5757,281.79,587.328,196.837,-365.782,569.718,50000,15197
226.376,147.294,7131,10390.3,-719.761,18089.6,-904.104,20000,15205
203.673,30.3024,12383.9,14227.7,-753.599,18014.6,-670.987,20000,15209
214.239,86.6486,14584,-336.508,311.07,21292.4,-573.288,30000,15221
301.367,443.48,5750.75,4877.04,31.4138,20557.7,926.17,40000,15225
119.736,12.1064,6965.59,-340.093,277.668,11198.1,-212.9,40000,15229
218.471,163.416,18706.9,-240.192,357.908,24952.8,106.701,30000,15233
94.1614,70.3346,25613.5,-1975.59,87.1512,25425.5,-893.373,30000,15241
200.95,233.41,17916.1,1077.07,84.5343,22380.1,-558.802,30000,15253
314.93,212.556,2075.38,5215.93,251.583,19929,-230.337,40000,15257
187.444,92.3528,475.714,-105.395,1074.72,15344.7,-700.033,50000,15261
257.825,217.37,14052.2,2348.5,614.643,21555.8,-415.162,30000,15265
347.145,167.501,10618.8,1132.99,207.277,13157.6,-191.013,40000,15269
310.745,16.4215,5383.61,8237.39,124.232,10339.6,-857.355,40000,15285
204.788,-10.9643,7393.65,670.773,240.045,12305.5,-14.7788,40000,15289
232.851,6.5709,6814.91,-54.708,-11.535,15294.7,-66.9051,40000,15293
152.438,-15.8241,1443.3,6052.17,-44.0622,16166.6,-291.362,40000,15297
51.7324,733.635,17440.6,-249.387,-41.5445,-2307.69,17744.7,10000,15305
166.679,23.587,14045.1,965.589,343.516,21534.3,-1063.94,30000,15317
159.094,220.594,15613.2,15026.4,-869.398,15120.1,-860.245,20000,15325
120.527,54.9028,211.64,76.3898,550.908,184.341,213.168,50000,15329
138.313,136.126,15893.5,-9.1182,854.523,18016.2,-236.066,30000,15337
390.939,261.606,14195.9,2693.66,-22.4251,19298.7,-519.582,30000,15341
281.444,166.145,11596.6,2398.96,207.638,12944.6,-878.466,40000,15349
501.538,3673.48,166.988,1603.99,1468.18,-192.961,-239.24,50000,15353
380.941,83.0401,7996.23,-61.1125,181.624,347.869,320.502,40000,15357
195.758,216.691,3738.1,3400.06,-209.543,8512.59,-352.051,40000,15361
45.1096,82.7873,4647.71,430.799,626.277,9856.69,-226.229,40000,15369
6510.48,60.2982,156.694,175.671,166.338,617.595,465.351,50000,15389
825.389,267.908,129.154,215.972,543.292,973.521,290.346,50000,15401
37.5489,136.169,12481.4,-414.347,925.688,4674.05,359.108,30000,15417
193.339,64.4215,15987.2,1552.72,-801.48,1212.36,20531.8,10000,15421
149.893,80.0203,10919.6,-65.5292,207.39,17871.2,-890.823,40000,15429
158.666,163.48,10168.4,-54.47,172.586,16845.1,-364.212,40000,15441
257.1,144.566,15816.7,-1502.41,-29.8574,18465.6,-194.105,30000,15445
170.307,131.939,24867.5,1874.5,-392.929,12498.2,1058.47,30000,15449
975.447,4923.36,69.2247,406.245,48.6849,610.989,165.579,50000,15453
270.004,250.743,13919.6,4643.73,54.0772,27442.4,504.127,30000,15457
366.942,227.264,21156.3,10982.1,-1181.63,18255.5,-386.941,30000,15461
322.871,145.7,6684.09,338.96,-155.887,13254.7,-9.07532,40000,15465
343.029,-10.6172,7039.94,-735.664,497.082,16238.8,716.414,40000,15481
178.632,124.265,5183.9,855.319,247.458,-179.771,14320.8,10000,15485
193.519,146.656,3345.9,378.888,733.477,11103.7,-628.971,40000,15489
293.247,94.5469,4080,4732.43,-41.7707,12164.5,-186.44,40000,15493
177.307,127.932,5116.2,6371.33,-276.082,18637.1,211.873,40000,15497
312.633,69.8911,10046.5,1204.59,125.915,16973.5,-354.688,40000,15501
672.385,4566.25,-112.758,-112.504,112.692,1254.89,6519.56,50000,15505
378.481,339.984,17783,2664.75,-545.982,-1320.61,31261.8,10000,15509
144.468,45.3935,162.762,221.332,468.118,9646.14,-565.445,50000,15517
364.394,86.6227,15388.2,541.384,1128.49,15672.2,-367.105,30000,15521
393.891,29.3495,109.224,189.826,147.144,38075.8,-400.854,40000,15525
1412.35,248.216,22538.1,4396.96,-264.732,-1868.84,44289.5,10000,15537
193.923,77.7151,20896.9,897.98,-82.1527,13535.9,-577.979,30000,15545
302.477,129.599,10959.5,14381.8,-1235.95,16866.4,-491.109,20000,15549
129.978,81.0437,17429.2,91.4067,517.271,12497.3,-249.335,30000,15557
210.09,39.8845,5096.49,7195.96,-26.1336,10015.6,-295.519,40000,15565
430.02,81.5144,10525.2,302.189,910.321,21255.3,210.233,40000,15573
238.857,10.8827,3976.03,2419.34,180.826,8446.26,258.497,40000,15581
271.161,129.168,12928.6,12134.2,-756.733,15734.3,-776.169,20000,15585
79.1487,-27.8695,4230.35,85.7059,35.7586,13691,-97.2823,40000,15589
354.854,288.385,12977.2,-184.168,589.881,26174.6,235.452,30000,15593
163.361,213.75,3196.88,-273.608,187.759,1254.65,14285.8,10000,15601
84.9193,124.466,16468.6,713.48,-16.1862,17592.1,466.826,30000,15605
256.91,134.764,183.003,-81.3496,215.463,-76.0332,227.355,50000,15609
213.139,-68.015,12874.5,1040.43,299.927,19111.1,-588.646,30000,15613
255.129,294.666,8193.52,5377.87,-382.883,17764.9,-539.72,40000,15617
127.448,115.267,12938.3,-525.774,899.74,13445.9,33.505,30000,15621
108.452,13.928,-37.1132,-108.315,348.805,757.068,494.29,50000,15625
168.589,170.584,22812.6,1632.63,247.963,13727.9,240.267,30000,15629
156.885,112.504,12625,5804.53,303.223,15528.6,391.988,30000,15633
265.136,481.736,62.6353,55.4258,628.315,1016.63,-252.217,50000,15637
157.495,119.092,24971.6,-275.365,278.413,22251.1,-218.233,30000,15649
281.81,101.433,17331.4,240.632,500.967,14512,-320.205,30000,15657
289.982,1495.4,-29.4396,-24.3678,969.737,626.894,173.513,50000,15661
372.987,145.19,6594.9,7878.29,222.266,12813.3,-857.66,40000,15665
369.781,32.4792,3455.86,2808.63,-7.38066,19626.8,127.064,40000,15669
136.734,213.279,13126.3,59.4802,255.342,12624.3,-368.294,30000,15673
136.476,137.468,7790.24,-230.284,-103.889,9071.84,-315.026,40000,15677
269.901,302.047,13982.8,6834.93,-59.5308,13579,139.208,30000,15681
194.962,65.8585,4590.15,875.316,116.612,9985.75,-307.688,40000,15685
330.557,285.961,16201.6,3282.15,-688.216,562.495,5569.93,30000,15693
412.69,194.848,273.309,-71.6528,217.781,362,-3.02177,50000,15697
180.545,2.3818,16827,15727.4,-1517.14,15384.1,-1784.59,20000,15701
276.776,-23.8064,8774.91,-563.842,51.9407,20276.6,184.511,40000,15705
401.731,229.253,8781.05,123.321,400.155,14144.1,-472.553,40000,15713
399.667,96.8728,10513.1,8410.92,-632.212,18094.2,-254.139,20000,15721
195.645,58.5564,5711.4,1462.68,725.573,17856.4,-1194.94,40000,15729
247.604,49.7147,9316.88,-391.415,449.317,1564.2,16482.2,10000,15737
94.4683,96.5825,12098.2,-464.632,287.695,10922.4,-27.6813,30000,15741
273.337,353.763,5872.05,846.868,-126.41,689.36,25624.5,10000,15753
202.793,54.9914,10523.1,9751.9,-176.335,15168.9,121.234,20000,15757
700.219,6307.53,562.815,692.817,452.657,2805.26,-14.2289,50000,15761
511.624,323.613,278.626,40.1255,406.162,-880.161,687.314,50000,15765
273.546,155.303,8728.92,661.1,-136.101,4121.86,20270.2,10000,15769
154.36,86.5682,13533,697.678,379.54,15813.5,188.501,30000,15773
280.463,134.111,11796.1,-383.035,154.456,-1638.3,13799.4,10000,15777
217.247,153.005,18293.6,348.325,641.621,21882.5,-176.549,30000,15781
239.512,30.7311,11940.9,289.835,173.225,14533.8,-701.901,30000,15785
288.263,187.763,12521.8,4260.43,-250.455,27900.8,-508.1,30000,15797
1804.53,6250.68,183.969,1036.08,12.7335,3840.18,2080.59,50000,15801
96.7042,-57.1666,308.655,-70.9082,11.228,688.147,1046.13,50000,15805
138.545,153.133,8324.55,1622.55,-14.0207,10823,188.807,40000,15809
22.7045,-26.6786,-26.95,385.363,-157.766,207.216,892.664,50000,15817
209.282,-26.5121,8762.11,-134.773,278.312,9110.8,-50.5249,40000,15821
204.099,272.297,13650.2,1312.41,1206.48,13685.6,82.6787,30000,15825
626.705,415.719,12361.7,16601,-410.945,16841.3,-622.373,20000,15829
280.915,87.2869,16274.2,-367.563,683.426,14696.1,97.1955,30000,15833
136.921,224.78,13949.3,-523.172,-361.96,12088.5,229.389,30000,15837
286.907,121.886,3313.24,2254.93,402.245,1252.9,1547.97,50000,15845
178.728,201.398,5958.16,19702.9,-1377.43,17426.8,-196.74,20000,15849
315.744,98.5442,11949.9,7554.96,273.752,882.247,-726.532,40000,15853
97.8783,133.296,110.32,164.859,700.744,1555.78,1177.28,50000,15857
1621.23,1249.86,150.985,203.136,325.663,355.276,368.316,50000,15861
69.9077,194.045,11104.8,-353.159,558.963,16660.1,-104.28,40000,15865
125.698,341.907,22439.4,2385.36,-637.643,-3502.51,29593.3,10000,15873
804.149,284.044,7267.52,13082,-585.573,-1798.16,0.724271,20000,15877
437.616,99.9821,6761.59,8654.85,-667.707,21060.9,-357.504,40000,15889
82.8711,-12.3236,9397.64,930.062,-181.405,243.096,16850.7,10000,15893
208.976,269.055,9996.43,15122.6,-777.847,13237.1,-399.898,20000,15897
2586.45,1358.3,230.392,343.89,947.806,4801.58,3043.23,50000,15909
202.895,-44.4638,19584.6,103.915,930.184,13115.2,257.357,30000,15913
331.762,-114.669,14769,1281.7,-179.88,14963.2,1095.15,30000,15917
259.032,133.196,10449.8,2316.75,408.368,16709,959.393,40000,15921
203.409,192.148,5006.83,1635.02,581.629,9265.28,-493.599,40000,15929
157.85,76.6288,92.4435,6.62887,361.131,457.916,178,50000,15937
300.957,171.401,7861.34,1050.78,-115.775,727.918,20680.2,10000,15961
272.065,215.511,22108.9,1523.12,-125.998,-633.43,26999.8,10000,15965
238.372,-64.8081,115.065,-155.413,862.307,478.445,35.741,50000,15969
473.629,108.246,9244.92,7385.34,-551.748,947.994,-302.839,40000,15981
230.819,289.971,14977.5,1413.06,386.623,17084,182.144,30000,15985
80.9924,34.6346,8211.42,385.366,748.755,12321.7,210.557,40000,15989
206.634,-51.1232,13039.1,19338.1,-1634.87,12541.5,-158.071,20000,15997
202.181,266.525,10398.3,-718.004,-34.8672,14641.3,290.763,40000,16013
173.097,-9.86242,9862.31,5673.79,-331.575,19396.8,818.505,40000,16017
172.05,213.855,19382.5,510.144,-167.62,22330.1,-596.312,30000,16021
126.793,145.623,9571.36,487.55,246.217,8554.69,-141.385,40000,16025
315.663,238.072,17074,7151.62,-889.542,16998.4,287.754,30000,16029
142.608,87.2247,7288.73,-921.42,-822.683,1907.42,22192.4,10000,16033
244.838,82.9739,55.927,117.651,323.707,93.5947,-57.8659,50000,16037
321.017,66.6492,9511.74,5895.56,-217.086,18375.7,-298.338,40000,16041
107.123,97.0718,8721.93,-427.871,-48.9281,11360.7,170.933,40000,16053
260.667,64.8517,7126.59,5140.64,-68.0596,15094.5,-786.552,40000,16057
252.832,85.9069,9599.94,-497.197,936.495,487.174,11746.5,10000,16061
276.234,233.612,16552,3683.7,80.5669,23956,-452.817,30000,16069
207.655,109.068,5597.12,360.399,109.815,7757.83,720.264,40000,16077
214.336,228.929,14400.6,125.884,286.555,15204.8,-346.544,30000,16081
336.503,116.63,11127.8,3631.48,-29.8586,17146.1,672.279,40000,16089
204.651,524.731,304.849,-205.234,645.387,-324.546,27.259,50000,16101
276.364,267.811,11866.6,16657.4,-736.332,25129.7,-256.204,20000,16105
666.126,4830.55,16200.8,4882.38,1955.42,13577.9,-73.9561,30000,16109
389.828,81.3578,10482.2,9549.63,-757.794,927.083,-1141.68,20000,16121
480.702,14015.9,382.997,2079.62,276.806,7204.5,-411.634,50000,16129
40.6991,67.5613,15435.3,85.3817,177.806,15987.6,348.619,30000,16133
187.725,239.5,12846,8623.71,-481.232,9585.47,-166.145,20000,16137
167.219,219.461,150.623,-185.845,970.76,1579.72,493.032,50000,16141
164.115,110.417,13223,667.928,226.552,17189.9,-679.101,30000,16149
251.523,-24.8458,51.3053,34.8415,1026.41,-632.265,132.9,50000,16157
210.547,189.128,10662.9,152.791,432.992,16855.5,-312.306,40000,16161
106.682,54.9795,19728,-1185.96,345.842,13134.7,-291.105,30000,16169
184.284,202.72,16457.1,51.5829,45.2063,18747.1,-245.431,30000,16177
270.043,162.904,6672.93,-553.274,254.012,-1001.37,15974.1,10000,16181
6950.24,1854.45,157.538,1134.24,830.781,330.871,-45.3469,50000,16185
285.769,140.764,12194.9,13073.1,-729.299,25981.6,-265.429,20000,16189
210.151,196.146,12961,762.704,-198.322,13029.6,-6.53312,30000,16197
157.344,32.9979,16849.7,999.673,127.851,19821.8,-857.925,30000,16209
104.698,124.34,22.4489,100.104,449.005,161.013,297.509,50000,16217
479.408,145.352,3993.31,2745.94,-226,13576.9,52.8632,40000,16225
154.651,108.183,9181.95,-144.844,98.9,14857.8,-293.229,40000,16233
234.928,124.679,16715.4,2314.29,113.617,16958.2,-62.6891,30000,16245
1000.64,939.044,174.165,-32.1089,329.15,390.986,361.877,50000,16249
969.118,184.183,8.88404,38.2463,-116.656,1285.9,-37.2338,50000,16253
887.68,1650.66,17941.3,1827.39,-98.7832,596.261,490.682,30000,16257
1066.84,1623.43,-8.15625,19.2345,482.448,472.967,329.389,50000,16261
152.243,-43.8587,10456.8,3267.1,-130.292,21367.5,-25.6787,40000,16265
88.2309,122.018,4265.01,1822.22,344.844,619.212,5112.89,50000,16269
626.282,3948.25,499.189,888.018,1230.1,5809.96,1042.74,50000,16281
277.969,128.288,9790.24,71.0102,380.846,17736.4,-68.1465,40000,16285
136.558,110.42,14175.5,14564.3,-931.873,22068.3,-272.181,20000,16289
133.387,125.271,10072.6,-612.826,272.318,7981.19,-361.036,40000,16293
299.321,347.302,12564.1,16294.9,-966.04,28276,-1085.21,20000,16305
190.621,97.2907,8552.4,696.8,406.386,-156.086,17800.6,10000,16309
273.667,178.235,12537.3,527.558,290.648,15270.4,-285.672,30000,16313
308.355,212.807,109.918,20.5097,529.944,-700.276,85.1137,50000,16317
150.725,203.518,9160.23,591.225,377.642,9488.76,218.715,40000,16321
294.618,316.382,16481.4,2325.92,262.3,17219.2,300.916,30000,16325
414.683,288.759,11036.6,8584.11,-297.491,17316.7,145.695,20000,16329
235.911,34.7568,8776.68,63.9681,81.5259,16760.7,61.7265,40000,16333
272.513,203.723,20250.8,265,-235.088,-2132.31,27645.7,10000,16345
201.68,212.349,227.115,-132.015,370.704,608.364,-11.4812,50000,16349
94.076,-27.5985,14698.7,665.299,526.923,23754.2,129.779,30000,16353
187.04,10.0479,590.121,69.9126,625.648,31185.6,510.281,40000,16357
196.566,139.831,8964.13,-204.103,310.891,9627.76,-262.981,40000,16365
297.151,90.9394,3218.36,720.997,113.1,756.2,139.66,50000,16369
466.103,1060.1,374.915,-63.421,968.841,-65.9922,135.66,50000,16373
188.45,20.9407,158.301,-175.31,464.032,445.099,158.701,50000,16377
185.505,75.0846,10398.7,572.316,481.52,11427.8,85.4002,40000,16381
361.964,60.2001,51.2279,18.678,455.484,303.759,590.741,50000,16385
349.211,-74.8252,6410.03,8865.51,163.638,22294.5,21.6004,40000,16393
263.596,-112.713,7062,7788.6,-66.0813,11015.2,-632.177,40000,16397
281.229,120.432,572.951,-113.093,371.068,25812.7,-468.936,40000,16401
264.126,178.927,7766.37,-304.475,-156.519,1260.03,12712.6,10000,16405
349.909,51.4302,7936.16,296.325,76.8328,15399.8,-273.38,40000,16409
134.532,218.597,3594.27,-30.525,517.533,643.948,6499.77,50000,16413
91.2378,53.4052,9802.02,1294.38,503.633,15973.1,-810.921,40000,16421
104.16,95.974,9227.42,-329.778,294.63,15846.1,-397.284,40000,16425
228.491,16.5397,3609.08,4586.17,199.003,5473.32,111.522,50000,16429
133.796,40.3571,115.157,31.9408,-152.464,-44.86,639.756,50000,16433
292.849,188.445,22782.7,4575.43,117.564,20097.4,61.8696,30000,16437
147.394,73.1461,13847.5,195.249,-193.58,16162,-172.53,30000,16449
269.64,187.599,9627.68,1907.21,308.755,18941.3,-532.862,40000,16453
106.654,133.529,3070.95,6105.82,-153.768,2210.79,205.99,50000,16457
365.441,228.161,13752.3,6085.99,82.6629,-1485.55,26733,10000,16461
355.172,222.876,17822,1360.69,632.561,22792.8,-1215.53,30000,16469
275.639,219.813,9341.71,4453.39,-9.99948,14740.9,5.97841,40000,16473
86.3549,163.454,8603.5,10436.9,-557.436,16490.2,-248.357,20000,16481
230.687,146.379,9406.73,1681.74,194.869,14360.9,151.334,40000,16485
199.43,191.044,290.715,196.028,890.27,-470.849,34.4682,50000,16489
38.0978,-104.357,104.149,-20.606,324.839,414.857,253.735,50000,16493
166.174,45.4739,11793.3,383.299,324.815,13237.9,15.4199,30000,16501
341.26,127.678,10472,9849.55,-794.79,20832.7,-1316.54,20000,16509
260.746,40.5557,6537.4,8361.69,-555.705,14583.1,42.5903,40000,16517
1257.42,194.421,11701.1,8080.89,-167.358,17879.8,159.062,20000,16525
125.531,29.9564,4918.79,1065.01,604.857,12647.9,-681.39,40000,16529
139.311,154.411,3738.01,967.513,512.905,13057.4,-151.655,40000,16533
149.838,134.526,9375.53,-648.318,123.933,11974.8,-150.496,40000,16545
356.429,146.654,6476.39,8175.43,138.121,13594.6,-361.942,40000,16553
317.645,90.9973,4642.34,11060.7,-1215.59,13501.3,-124.083,20000,16557
286.041,107.282,8739.91,9744.21,73.4874,16539.6,-13.5564,20000,16561
90.428,63.5754,13315.3,65.406,31.2463,22949,-222.759,30000,16565
1356.1,1556.89,144.067,1088.05,210.918,483.44,2474.27,50000,16569
247.299,111.657,25411.5,-440.896,420.316,24311.7,-460.902,30000,16577
100.895,107.049,5.0967,-117.172,-103.631,470.921,18.4104,50000,16593
253.487,-151.819,7914.63,177.936,8.74778,17758.7,537.078,40000,16597
1837.88,1482.08,312.298,-2.05362,-209.103,546.802,11067.6,50000,16601
242.807,82.4972,47.9987,187.14,-116.047,1284.04,500.052,50000,16605
207.627,214.647,10094.5,11210.3,-622.494,20617.9,-753.299,20000,16613
203.743,298.48,15094.3,688.705,292.368,16725.4,-164.144,30000,16621
307.169,139.046,18685.2,123.702,179.628,-1011.27,29345.2,10000,16625
419.099,58.23,7495.02,7037.11,-659.039,-59.4217,9694.56,10000,16629
143.456,194.596,218.001,-93.0952,301.229,1182.19,521.506,50000,16641
129.836,31.4281,16268.8,858.133,138.725,18610.4,-598.69,30000,16645
163.246,12.3864,8962.27,-863.077,451.84,16096.9,-285.877,40000,16649
1442.88,2329.94,75.7893,-102.096,166.333,2446.64,121.513,50000,16653
289.045,57.0723,16987.9,1560.1,80.5076,14348.5,-198.948,30000,16657
113.46,50.1036,5333.97,905.309,546.846,15235.2,-398.531,40000,16661
476.104,100.821,8839.25,10584.7,-134.321,19627.7,-250.391,20000,16665
168.436,259.902,6711.8,2971.97,1173.84,932.888,11615,10000,16669
169.493,162.208,3332.96,-89.2143,735.781,-2349.58,12219.7,50000,16673
1688.79,779.776,334.816,-196.085,356.278,-36.0299,879.263,50000,16677
307.252,283.27,12267.1,9155.24,33.022,-1781.24,2950.95,20000,16681
193.563,153.293,8755.42,1408.54,-442.645,10909.5,516.113,40000,16685
129.154,354.134,-13.0871,5.97834,667.528,-417.933,603.007,50000,16693
930.11,1244.51,103.687,-20.945,176.85,-387.503,67.675,50000,16713
334.204,169.638,9143.65,606.079,954.515,15408.6,1241.07,40000,16717
129.024,93.8545,9549.87,-585.358,449.355,10684.8,-644.89,40000,16721
205.956,193.543,6047.46,14076.6,-230.246,12495.1,-207.262,20000,16725
684.934,2747.03,139.938,109.749,395.505,468.241,-116.556,50000,16729
172.894,124.454,8744.26,-111.763,206.304,16988.4,-29.0982,40000,16733
166.231,101.456,392.317,254.154,589.167,-296.707,504.841,50000,16741
569.603,374.554,19.8354,-19.7636,1251.13,-673.558,90.1333,50000,16745
29.5259,50.7602,6331.16,18926.1,-1433.42,8922.44,240.799,20000,16749
587.661,6969.94,482.395,6415.56,1104.09,1066.58,-238.685,50000,16757
197.179,115.887,6980.27,545.774,308.608,12839.2,257.972,40000,16761
111.286,239.386,24920.8,483.173,-602.053,13286.4,739.639,30000,16765
323.242,271.749,15390,325.075,452.337,22003.2,206.272,30000,16769
298.951,445.526,20580.3,1416.91,-314.993,-2300.71,25935.7,10000,16777
