Comp-FITC_Alexa 488-A :: CD56,Comp-PE-A :: CD11c,Comp-PE-Cy55-A :: CD3,Comp-PE-Cy7-A :: CD45RO,Comp-APC_Ax 647-A :: 2H2,Comp-APC-Ax700-A :: CD4,Comp-APC-H7-A :: CD8,FlowMeans.ClusterID,EventNumberDP
224.111,69.525,13176.9,531.012,11.6644,11835.2,232.089,30000,5121
134.945,75.5397,15004.3,-653.515,705.119,18598,279.457,30000,5125
252.382,148.787,8782.99,1101.82,240.904,8700.49,-391.433,40000,5129
205.354,229.708,15103.1,-142.065,321.798,17248.8,464.804,30000,5133
145.205,217.047,7863.8,214.483,-151.948,-599.509,21424.6,10000,5137
347.392,179.773,12674.7,2340.37,339.846,-1684.95,2256.36,30000,5141
288.762,141.866,9282.34,877.328,-220.11,783.642,19416.3,10000,5145
257.43,59.9992,10446.4,6491.82,245.3,16781.9,66.4806,40000,5149
85.3294,-1.10587,8834.49,-517.644,-170.89,-1688.31,27334,10000,5157
139.647,-43.0318,202.761,17.5145,-125.978,377.25,1021.06,50000,5169
203.81,37.8304,7569.85,533.005,65.0858,14710.9,314.805,40000,5189
183.421,36.9434,13072.2,1353.1,-233.901,14577.7,380.648,30000,5193
232.733,175.205,9567.6,17867,-1376.65,17269.7,-573.49,20000,5197
315.125,278.759,9653.13,10941.7,-524.64,23210.3,183.013,20000,5201
500.701,157.439,11530.4,20030.7,-997.738,-1997.92,8434.17,20000,5213
247.254,275.686,12858.7,11207.6,-833.681,23781.3,105.711,20000,5217
182.013,168.098,8785.37,11711.9,-313.959,27836.9,-183.778,20000,5221
170.789,180.289,19145.9,5815.62,-184.969,15852.1,78.3475,30000,5225
61.9558,224.533,19698.3,482.823,509.378,14882.1,-296.191,30000,5229
333.651,80.6972,10805.2,280.616,-593.024,-584.106,22629.2,10000,5233
417.563,457.632,9077.59,2821.84,-170.987,4.96903,29946.2,10000,5237
300.426,410.579,12281.2,10006.8,-619.38,20400.6,-287.032,20000,5241
357.393,220.948,9180.04,1729.98,315.674,-767.117,20734.1,10000,5245
437.393,1815.9,241.596,717.653,803.904,2384.93,470.893,50000,5253
10035,2920.8,352.039,3361.64,-67.1722,75.7917,198.353,50000,5257
185.783,53.6449,15906.5,-487.209,488.877,17536.9,-760.595,30000,5261
198.231,112.529,15787.1,2426.3,-15.5776,-2739.37,30546.4,10000,5269
223.329,112.89,6147.59,1412.8,582.345,14492.2,34.6389,40000,5273
137.436,142.68,2854.36,304.549,185.067,8267.09,-425.723,50000,5277
100.038,118.51,5643.55,-442.288,217.487,7000.29,585.58,40000,5281
161.149,77.5849,135.562,-39.1863,369.271,1106.73,357.458,50000,5285
175.59,321.921,18956,1198.96,-89.2033,13764,199.288,30000,5289
116.226,-21.1386,237.742,-147.197,1422.52,-446.234,247.686,50000,5293
40.1133,143.079,-11.1234,36.2059,548.509,1445.07,735.414,50000,5297
213.342,122.247,8146.22,3434.62,104.204,7065.11,-489.474,40000,5301
22.9127,105.823,18241.5,179.116,547.579,10747.1,7.05928,30000,5309
280.68,67.2609,10195.9,-212.026,-278.632,11353.4,575.76,40000,5313
124.117,137.83,4659.52,4984.94,-481.818,15853.8,376.141,40000,5317
100.374,77.55,16183.6,-538.498,-14.9554,19534.9,-93.6746,30000,5321
66.6027,195.608,15083.5,-162.925,-729.673,13679.7,295.211,30000,5325
488.866,109.558,2746.8,2352.76,1734.38,5867.97,32.4898,50000,5333
445.778,65.3204,190.887,88.8775,1867.98,-394.945,-138.453,50000,5337
2078.87,5619.31,295.521,243.387,1343.87,310.16,3311.08,50000,5345
265.182,136.673,7245.01,4.36551,1008.4,12959.4,32.9461,40000,5349
193.246,236.307,10066.1,764.986,41.1086,13139.8,-410.418,40000,5353
400.532,65.3096,6.44088,-59.6137,921.576,73.531,-193.166,50000,5357
61.4575,-56.4845,5068.13,-132.138,-376.978,9980.04,58.1722,40000,5361
-111.855,-11.1386,13.797,-105.037,-116.859,-36.4556,274.745,50000,5373
537.687,10465.9,840.741,2338.12,2898.59,6774.44,3895.76,50000,5385
1123.92,2155.74,-35.1701,-135.674,-95.0571,45.5319,-90.5167,50000,5389
149.643,-66.7926,11424.6,8949.76,-1152.41,16624.2,-437.952,20000,5397
310.32,-123.363,13210,15230.4,-886.834,28478.5,-966.194,20000,5457
174.808,-258.578,5978.09,21803.9,-1814.43,16970.6,-822.703,20000,5481
285.012,-131.684,9324.95,5303.1,236.417,25559.1,-1206.03,40000,5493
177.872,10.7194,15527.9,-882.933,-274.333,-355.294,23813.7,10000,5501
409.959,-56.6174,23893.5,835.254,666.395,15734,-260.191,30000,5533
337.105,-220.787,5708.5,5885.17,451.832,10520.6,-682.5,40000,5545
1128.53,18368.1,-502.937,1043.58,527.59,2889.25,-327.307,50000,5549
409.642,-201.953,16675,2134.13,-155.577,-600.3,20606.9,10000,5597
145.279,-146.205,11923.2,5941.82,-46.077,12150,-662.601,40000,5601
323.367,-82.567,-104.253,-71.2505,318.855,-372.231,70.8926,50000,5605
941.636,-153.066,7191.94,1856.7,810.763,920.304,12994.6,10000,5609
398.209,-143.089,13048.6,10092.9,412.511,8418.21,-107.039,20000,5625
834.516,2867.73,-395.732,-59.2651,526.275,-19.2646,1594.71,50000,5629
122.44,-135.846,7924.38,27.6135,483.467,13939.2,-1059.97,40000,5653
422.963,21903.1,-425.247,105.931,1117.97,6561.02,-651.369,50000,5665
383.052,-178.574,-159.232,-113.033,752.198,28578.1,-124.589,40000,5673
86.9936,-128.54,12387.2,2481.09,577.816,1955.07,-794.153,30000,5685
4559.56,146.682,-173.144,-88.3371,439.996,-57.332,1839.96,50000,5693
2828.22,4026.67,-65.5309,-257.598,256.988,1033.21,4058.31,50000,5701
10002.2,930.329,-317.758,-26.3515,1118.85,-413.678,-147.564,50000,5705
378.307,-279.796,5539.55,14199.3,-1053.95,10566.2,-133.392,20000,5709
3122.06,2036.79,243.584,727.769,1169.03,3201.73,3616.17,50000,5741
338.449,-189.005,23193.7,1530.02,-33.3308,16807.5,-546.703,30000,5745
260030,137640,-2185.69,953.556,987.186,2821.79,1927.95,50000,5753
245.896,-47.1607,-111.009,-67.0634,750.679,397.858,-192.214,50000,5757
359.031,-173.462,288.956,-343.698,-25.2383,36264.2,2349.14,40000,5761
321.602,43.538,-120.653,-64.6061,998.008,-422.067,-149.076,50000,5769
228.023,-151.965,4028.03,217.775,181.318,-992.562,6822.04,50000,5773
789.367,1098.96,-247.336,-42.7679,785.347,-650.208,-104.003,50000,5777
407.641,-137.436,26285,3435.04,698.651,21223.9,-1876.43,30000,5781
2114.81,7443.77,-149.739,-253.468,816.397,-1059.43,1308.27,50000,5789
214.933,-146.403,11191.1,-385.475,1094.37,-1255.84,19577.5,10000,5793
168.703,-137.852,8917.53,-682.793,376.283,14184.2,-48.9958,40000,5797
246.863,-184.577,8275.78,12958.2,-174.878,22456.2,-1170.66,20000,5801
189.336,-190.027,9936.54,5214.76,-120.51,1223.78,-687.429,40000,5805
343.697,-153.285,11256.1,21246.1,-1418.02,25897.5,-1212.49,20000,5809
359.054,-188.565,10635.3,6034.57,848.013,25569.7,-792.367,40000,5821
1258.16,2437.48,-300.852,-85.6238,-141.467,-17.6596,1636.97,50000,5825
284.248,-274.812,21141.8,29850.5,-1240.83,24753,-1902.03,20000,5829
280.246,98.9622,4804.21,11621.2,-179.645,22043.3,-1036.98,20000,5849
-45.4517,-107.866,8344.9,218.65,365.583,1371.98,3829.68,40000,5853
191.968,-126.131,-100.004,-71.7563,462.729,228.019,-11.1481,50000,5865
252.028,-34.7789,7516.24,-886.694,-33.1835,17932,-499.324,40000,5869
69.292,-47.619,5342.95,4553.57,82.1471,22276.8,-749.418,40000,5881
361.904,-124.517,5188.69,18815.3,-800.18,-1134.96,23936.7,10000,5885
279.985,-31.035,26671.5,31775,-1885.66,19343.3,-372.919,20000,5889
132.969,-60.4745,5229.89,5286.13,-204.515,1570.24,-870.852,50000,5897
137.856,-218.449,8944.87,9179.93,-1155.54,22825,-104.36,20000,5901
9588.69,3296.16,-216.232,-161.477,629.981,1020.91,2133.31,50000,5909
334.72,-107.413,5440.73,-743.152,241.408,-510.037,6971.01,50000,5917
189.174,-141.299,178.861,-180.573,455.773,-782.502,412.91,50000,5921
215.226,147.014,8000.3,7513.34,-159.19,17439.6,-174.613,40000,5925
315.565,9564.87,385.153,-161.479,586.505,-50.4675,1054.39,50000,5929
273.144,32.6839,12658.7,1257.67,536.608,-662.467,17124.9,10000,5933
601.27,16349,154.027,5244.54,1959.13,7903.79,-63.4649,50000,5937
269.843,-80.7588,16363.9,319.909,115.689,18846.5,-537.414,30000,5941
311.008,-130.981,13254.5,448.111,292.101,15740.1,-883.874,30000,5953
340.583,63.8932,12241.1,15954.4,-889.867,20832.4,-254.319,20000,5957
223.457,70.8214,20165.6,-48.3651,-27.8278,16634.6,211.616,30000,5961
167.541,-122.04,10192.7,614.815,201.096,10355.7,-50.9349,40000,5965
329.279,55.3131,20257.7,15962.7,-992.023,22750.6,-1120.85,20000,5969
61.0414,-56.356,-107.54,-70.5704,275.486,625.31,-49.2275,50000,5981
513.948,7196.85,44.9937,2345.86,1173.42,3597.22,-566.942,50000,5985
335.574,-70.788,14152.6,-764.163,-274.909,1341.51,18018.5,10000,6013
236.494,-21.7989,16002.2,118.397,454.52,14488.3,366.155,30000,6017
215.943,-43.9653,9684.74,16064.6,-1058.79,20983.1,-1025.6,20000,6021
357.511,182.656,13165.1,197.354,243.814,-459.754,-48.9708,30000,6025
325.071,132.764,7031.04,11737.9,-1403.41,21190.7,-1262.21,20000,6029
218.477,91.5045,5383.5,8023.92,-481.587,13123.9,-749.759,40000,6037
266.209,290.303,8507.61,342.054,616.594,44.8658,17713.5,10000,6041
712.351,3316.21,489.709,5738.11,1489.72,4405.63,910.89,50000,6045
366.603,145.408,-131.41,-67.9198,158.188,-194.045,134.215,50000,6049
384.288,70.2417,7339.05,12854.1,-622.69,15713.1,369.528,20000,6053
165.865,82.42,7500.96,-1093.22,232.253,12191.8,-752.175,40000,6057
209.744,337.135,24099.4,-1128.31,328.984,15464.6,-333.424,30000,6069
448.489,428.779,-13.7787,50.8899,122.874,9024.64,627.262,50000,6081
1028.67,2726.86,-214.496,-71.2118,661.245,240.725,515.878,50000,6085
445.819,265.289,300.453,-55.556,749.887,47513.7,567.772,40000,6089
549.854,176.536,3477.42,81.5336,111.195,2362.44,-265.783,50000,6093
357.687,221.339,12420.1,12600,-1221.55,32080.5,-1656.93,20000,6097
111.976,-72.1135,99.0802,-145.096,505.493,207.725,-145.242,50000,6105
310.551,58.3726,10640.3,621.967,304.094,10634.1,636.859,40000,6109
84.4052,157.834,18985,230.359,186.039,11423.1,-511.1,30000,6113
2446.45,2779.94,-91.3952,171.74,682.589,1599.27,3269.24,50000,6121
350.277,194.957,18986.9,36258.4,-2692.81,24382.6,-1074.44,20000,6129
155.465,229.382,20988.9,-740.846,28.7376,13812.9,331.714,30000,6133
283.023,86.2259,4802.3,526.088,177.454,8968.1,-676.866,40000,6137
231.353,5.83379,9988.28,90.1565,549.506,14504.3,-485.048,40000,6141
3536.12,2287.49,-36.4178,-2.59891,409.474,-174.409,415.908,50000,6145
263.505,11.4504,16499,319.753,-136.104,11555.3,272.213,30000,6149
218.137,497.987,106.901,1480.29,83.655,1406.4,-394.638,50000,6153
157.442,133.021,13641.2,800.65,65.3769,12235.6,-53.5957,30000,6157
251.311,740.06,-30.6709,-117.507,740.544,-873.092,97.8114,50000,6161
600.067,3736.93,-109.498,-62.7657,2845.24,3027.01,-480.494,50000,6165
59.7885,164.62,15714.3,1485.86,-116.523,23282.1,-782.861,30000,6177
343.418,-30.0445,10854.4,928.998,192.483,14737.1,-16.2839,40000,6181
1360.5,2043.19,-56.017,-139.344,366.888,933.097,-199.083,50000,6185
229.168,207.053,12228.9,1606.74,963.22,-647.191,23696,10000,6189
114.871,96.3418,11561.3,676.359,-459.427,20760,502.867,30000,6197
325.369,237.816,4301.1,227.663,530.719,10295.1,485.206,40000,6201
135.225,189.185,11620.3,-471.709,-1138.8,-2846.71,26087.3,10000,6213
194.461,95.7214,13070.2,2013.7,101.451,11863.1,658.827,30000,6217
138.814,548.936,15295.6,5043.33,-309.603,-302.42,-930.909,30000,6221
81.763,187.353,24418.9,-206.508,128.857,16712.4,-713.985,30000,6225
164.192,78.5552,15051.6,126.634,-71.2537,15087.5,-368.756,30000,6229
542.054,3533.5,-104.757,1129.54,2275.76,4379.51,-442.547,50000,6233
199.968,185.601,8241.33,14855.1,-1099.87,3347.01,14244.8,20000,6241
279.98,67.3882,6073.59,818.136,-378.241,16649.5,75.8875,40000,6249
651.913,5406.33,272.599,1021.26,1435.2,5376.21,-491.427,50000,6257
349.294,117.833,-130.404,-45.9959,230.6,549.754,-25.8745,50000,6261
193.419,93.4803,6410.79,-212.867,791.116,18816.5,-585.745,40000,6265
120.025,289.157,22463,-359.437,-63.2369,13676.7,227.096,30000,6269
94.8068,215.64,5242.13,4429.81,140.69,14111.8,-12.1291,40000,6277
272.844,104.473,8630.99,514.16,-118.39,10867.3,410.839,40000,6281
262.578,61.7213,17102.5,152.705,-350.306,21128.6,-753.732,30000,6289
172.502,235.997,15731.1,720.518,-7.28596,14844.8,-403.146,30000,6293
1663.67,985.636,51.9331,11.6359,625.504,-835.889,134.244,50000,6301
157.668,180.94,16873.9,13401.5,-815.475,23203.9,-353.577,20000,6309
178.629,334.616,7926.83,15939.1,-370.683,13039.3,-144.393,20000,6313
65.1201,202.399,-124.964,19.7167,297.672,235.019,-147.226,50000,6317
216.941,-26.3609,13438.3,414.422,152.872,18183.1,-237.993,30000,6337
230.802,105.606,11019.3,1601.26,-12.8378,-1462.83,24787.2,10000,6341
122.935,34.4602,7403.72,195.664,621.333,7371.03,-93.8558,40000,6349
334.471,66.9481,13566.3,21101.8,-2342.2,21894.8,-1130.33,20000,6353
213.959,18.5615,8063.09,387.771,-42.7901,15052.3,-30.744,40000,6365
149.327,27.7938,9363.92,73.388,-162.695,11700.1,-506.259,40000,6369
249.836,75.3697,28729.8,424.413,-325.209,11812.5,-153.344,30000,6373
280.262,256.888,11191.8,596.823,24.9217,1422.24,19409.9,10000,6377
35.6441,78.5247,6105.61,101.268,481.189,535.636,-111.324,50000,6385
13246.3,1214.04,-247.614,748.69,50.8774,-37.6298,-112.279,50000,6393
235.859,215.993,4463.65,1774.84,151.678,-620.844,4591.89,50000,6401
211.1,272.482,157.03,62.1702,641.94,-918.89,23.7723,50000,6409
279.574,59.4288,6897.83,751.247,-168.056,357.334,24919.4,10000,6413
134.205,89.7132,12503.5,758.569,-59.3168,9182.29,425.587,30000,6417
68.6088,207.713,8061.87,431.577,271.866,7939.38,176.616,40000,6425
314.132,-96.1833,4861.73,10447.5,-311.737,15420.7,-458.313,20000,6429
551.236,5981.8,39.9186,3388.87,934.859,2304.82,173.595,50000,6437
866.673,2968.07,27.6737,1604.85,3029.3,884.148,-151.344,50000,6457
377.128,119.996,10042.4,65.5947,124.648,-1142.17,20988.2,10000,6461
251.361,210.49,128.6,232.162,346.354,27300.7,-65.8843,40000,6465
99.6836,172.283,4675.38,2060.11,-80.7173,11673.5,-311.562,40000,6469
243.85,61.4858,-76.3833,264.088,-57.0867,-93.6325,402.451,50000,6473
215.993,284.767,4855.16,710.998,-52.6877,-557.771,2834.27,50000,6493
172.617,192.053,13523.2,-480.06,330.29,16158,-309.994,30000,6497
99.4829,124.345,11337.6,470.476,-279.027,17172.3,-610.649,40000,6505
219.364,74.8295,12459.1,230.022,74.517,14446.7,-132.286,30000,6513
540.3,95.7906,6008.91,7683.68,-325.445,14195.8,-598.325,40000,6517
285.789,175.933,5643.42,3183.32,710.597,9761.38,673.442,40000,6521
355.433,279.918,11518.6,9834.91,-116.855,17694.4,-550.434,20000,6525
467.196,133.745,16600,-802.719,-473.425,15825.3,-529.273,30000,6529
170.781,1077.58,-122.709,-96.0883,1136.78,-1232.51,439.508,50000,6537
152.373,197.762,11499,-986.185,-35.3453,9167.75,808.041,40000,6549
231.841,128.412,13477.4,-15.787,-328.706,-1670.71,18783.1,10000,6553
1993.4,6668.67,436.855,-62.8777,420.461,-152.874,180.528,50000,6557
296.859,83.6259,13116.1,19838.4,-1447.41,25355,-600.219,20000,6561
117.39,-12.3869,8578.52,-175.952,-44.9347,12446.6,520.033,40000,6565
130.319,41.677,17935.3,10700.6,-399.387,14389.2,-884.153,20000,6569
83.8931,1.56498,8020.17,1197.4,70.965,16102.1,-124.308,40000,6577
313.355,266.147,3400.13,1159.55,42.2462,1358.63,3107.69,50000,6581
323.925,32.233,7738.72,15311.7,-1148.77,15704.3,-311.654,20000,6589
233.663,58.9221,9355.66,758.943,-594.324,12686.7,409.997,40000,6593
195.214,92.9343,16011.1,16275.2,-1360.91,20209.8,-451.377,20000,6597
91.4269,191.032,16897.2,-291.988,-802.752,-1552.56,19563.8,10000,6613
340.584,128.042,10809.7,4679.79,-416.623,11072.6,594.845,40000,6617
320.969,148.994,1753.31,4548.43,-405.768,14431.4,15.9455,40000,6637
265.247,187.42,5212.06,7674.23,-747.42,18079.7,-487.01,40000,6649
164.458,226.628,-47.0319,119.31,401.638,-26.9565,522.994,50000,6653
150.925,107.765,11144.1,-90.7118,466.768,15798.1,651.038,40000,6661
159.437,-125.524,5009.78,6744.05,-636.47,12845.9,-696.12,40000,6673
387.562,144.59,7409.21,24284.1,-1459.45,23037.6,-1727.74,20000,6677
72.7309,-12.8124,9359.81,-445.481,200.721,15212.3,-326.529,40000,6681
165.568,-86.3376,16587,924.809,-597.673,14105.4,-317.768,30000,6685
149.961,-32.7763,7610.66,145.447,108.98,17223.9,-379.036,40000,6689
104.11,50.446,11813.5,59.1505,126.733,17088.4,-310.827,30000,6693
221.036,154.445,11795,-39.8607,-40.5369,-2012.17,13055.1,10000,6709
193.2,-63.4034,13090.9,94.8756,-123.623,13314.2,83.9122,30000,6713
39.1938,138.601,11877.6,440.681,3.35193,11941.1,-153.503,30000,6721
235.015,74.895,2467.63,-228.545,143.104,16530.5,113.831,40000,6725
223.583,-63.5746,9130.82,3.02281,388.27,6943.25,342.97,40000,6741
79.4535,65.1657,13206.1,2542.03,-282.467,12114.2,612.921,30000,6749
233.147,204.524,4775.78,674.099,504.127,8918.32,-668.878,40000,6757
383.068,151.607,9685.57,2620.04,202.183,16212.4,-8.61108,40000,6761
134.47,51.5277,18354.5,-784.112,661.525,6228.13,942.676,30000,6769
126.622,251.332,204.863,80.7985,-137.985,174.624,433.492,50000,6777
246.295,129.069,578.901,-14.6157,476.748,-308.174,905.139,50000,6781
238.753,95.0162,10386.3,12210.5,-20.99,12431.1,-242.896,20000,6793
513.274,26651.7,487.001,1094.21,44.0444,2103.84,-215.242,50000,6797
217.617,133.526,3408.7,3530.91,826.483,9940.13,-221.555,40000,6801
166.447,90.9737,15832.1,-79.1024,566.064,13603,-151.9,30000,6809
187.041,108.135,13248.5,-1012.89,-624.258,-1760.17,23920.7,10000,6813
278.088,48.5968,11123.7,120.129,110.35,15248.4,-57.6885,40000,6817
321.589,46.4428,17600.4,-275.084,19.0603,15987,-59.8272,30000,6825
288.722,164.887,9566.53,-623.931,922.018,17770.9,114.858,40000,6829
426.369,273.27,5563.82,13518.6,-493.584,18668.4,-341.818,20000,6841
228.573,17.7654,10140.3,75.3643,-411.621,-3724.92,22472,10000,6845
2582.01,2163.58,270.818,3121.2,1026.87,1604.74,-304.081,50000,6849
95.9506,81.5829,9648.16,976.044,164.697,17777.1,-45.3324,40000,6853
354.265,196.086,20765,1175.11,-15.5885,17108.5,-311.413,30000,6857
348.602,204.85,5742.82,1941.65,885.489,9847.33,-502.168,40000,6865
384.963,527.408,218.405,3031.21,534.609,1154.83,323.344,50000,6869
145.37,242.788,15763.1,-98.4198,371.636,17822.1,-15.856,30000,6873
235.59,98.3662,7340.18,4760.11,316.066,15651.8,-194.125,40000,6877
258.267,212.854,7374.57,3345.04,597.167,13077.5,-520.478,40000,6881
240.212,227.734,10785,1194.47,-387.998,-201.542,19290.4,10000,6897
184.355,120.144,10210.5,1764.59,-754.259,2040.55,20133.6,10000,6905
130.824,122.882,21480.9,1119.98,281.381,12813.2,-64.8506,30000,6913
287.43,52.4461,11935,-292.855,-22.0248,16242,624.691,30000,6917
272.381,298.65,14972.1,21197.6,-1509.75,-1348.99,32516,10000,6921
125.074,47.6781,12279.2,754.705,684.555,729.627,19764.3,10000,6925
698.19,476.067,471.915,186.536,15.0087,-117.033,4058.01,50000,6929
286.511,110.339,767.293,67.8933,618.07,1295.16,1176.94,50000,6933
136.058,59.3185,23570.6,-912.562,108.74,22327.2,372.611,30000,6937
141.412,25.7076,306.722,31.5487,198.894,441.891,768.58,50000,6941
284.435,264.614,7005.64,2644.99,-46.2873,14257.9,63.4247,40000,6945
84.2453,171.371,5598.97,19268.4,-816.985,11126.5,-1110.77,20000,6949
101.699,244.167,9337.93,1259.19,249.293,10490.5,-132.224,40000,6953
10729.7,808.471,440.259,19.3518,717.86,807.262,374.509,50000,6957
157.516,45.8361,15212.2,950.914,81.9661,12659.6,-11.1102,30000,6965
259.533,266.679,4339.69,243.297,581.152,-343.043,195.328,50000,6969
149.904,118.413,10042.7,-401.381,167.281,9620.26,464.22,40000,6981
1612.15,1406.12,84.9736,103.717,199.719,955.992,5840.45,50000,6993
384.879,153.403,27005.5,-152.289,119.156,20593,41.361,30000,6997
114.81,208.409,14680.6,11150,-1000.39,24017.6,-167.692,20000,7001
232.338,209.464,11845.5,6435.5,487.52,23402.1,-216.16,40000,7005
164.396,113.058,13147,-138.007,722.652,9198.82,-757.4,30000,7009
162.387,35.2092,18830.2,3439,207.831,16870.2,-257.178,30000,7013
80.47,95.1986,14056.8,587.087,-176.487,15738.6,-527.69,30000,7017
607.332,6290.63,590.703,4469.91,2061.95,3168.61,371.88,50000,7021
153.176,107.018,15006.5,-347.768,25.0834,16834.4,601.375,30000,7029
70.3854,117.185,10373,-692.933,287.69,11434.2,-426.649,40000,7033
751.795,2436.61,195.653,148.75,201.56,1556.71,55.4141,50000,7041
732.543,7995.51,388.291,1569.56,1928.78,2453.81,167.966,50000,7045
273.075,257.942,10097.1,399.385,-469.511,961.074,25975.2,10000,7057
544.176,244.944,488.632,589.303,210.962,25950.4,9.20952,40000,7061
210.643,140.66,6254.23,762.723,-118,-961.351,6311.01,50000,7065
126.394,246.67,6203.81,13453.3,-751.974,11310.7,-168.125,20000,7069
145.841,93.4316,7563.65,527.324,392.58,21119.1,285.447,40000,7073
123.875,49.4817,8166.39,2538.34,138.553,18410.2,528.875,40000,7077
101.955,-6.43974,12896.1,-160.775,395.988,10583.8,538.776,30000,7085
506.799,3702.19,594.251,4691.08,1311.33,3565.08,208.543,50000,7089
91.127,-40.6136,14813.1,294.772,-17.3178,11306.1,-34.9188,30000,7093
320.015,50.8123,12589.9,1027.74,-170.905,1349.89,13045.8,10000,7097
209.677,61.4861,8538.51,46.1872,209.466,7648.12,368.317,40000,7105
172.691,108.2,14969.8,-849.256,500.57,16447.1,-764.083,30000,7109
336.272,356.702,57.5818,-132.353,146.862,939.646,287.384,50000,7113
115.354,217.873,15716.5,257.654,669.427,20633.6,-21.6485,30000,7121
209.47,127.282,9259.7,6724.21,-209.487,20581.6,-284.024,40000,7125
216.995,-64.082,7238.33,3123.89,579.987,1552.27,7707.87,40000,7141
216.386,28.4229,6386.56,-123.643,-64.2657,8147.76,214.538,40000,7149
282.581,194.58,368.417,897.073,-27.1545,6048.65,6594.07,50000,7153
70.9795,75.8092,10301.7,414.63,-245.725,19161.8,-472.51,40000,7157
196.262,-28.7387,115.615,-136.031,354.256,163.762,55.1497,50000,7169
147.902,3.04867,7181.98,314.727,466.931,9403.03,-286.771,40000,7177
328.002,137.738,11490.3,7528.73,-1256.85,16592.8,-117.783,20000,7181
339.72,142.116,11027.1,5804.24,-1063.24,11006.7,-89.0685,40000,7189
3794.02,271.045,186.061,12.326,-281.593,829.484,3053.16,50000,7193
171.509,105.78,15318.8,-377.394,-441.712,15117.3,436.587,30000,7217
214.994,-38.2074,10356.5,-24.7523,92.5713,13400.4,650.685,40000,7221
269.117,30.2072,12509.4,-245.464,-525.666,21509.9,376.762,30000,7229
237.985,94.1759,7444.38,5884.13,-252.509,11360.9,-2.2382,40000,7237
304.641,249.566,140.026,199.097,740.085,385.162,-240.774,50000,7253
2174.19,2298.07,-34.1638,651.906,788.558,509.759,257.516,50000,7257
758.943,187.199,9090.34,8381.04,-263.548,25057.5,-511.82,20000,7261
237.141,-60.0545,100.354,195.766,-134.608,664.461,-1.60852,50000,7265
121.513,197.365,22933.5,453.406,-26.7076,12390.7,405.112,30000,7273
312.507,270.62,13188.9,12727.4,-932.23,-1435.89,14988,10000,7285
672.642,5665.23,702.329,1677.18,1535.9,898.245,67.4376,50000,7289
540.284,59.9404,3523.24,4164.77,497.135,1468.29,7724.42,50000,7293
231.095,132.494,10694.2,11543.2,-44.798,15788,-1095.25,20000,7309
855.784,191.176,11237.7,9176.47,216.592,-2266.35,425.661,20000,7317
228.251,208.585,13395.8,-58.1978,129.196,-406.584,18113.4,10000,7321
1147.66,480.805,473.574,38.88,221.506,196.928,2300.37,50000,7325
218.655,115.935,13483.3,15505.9,-950.929,17846.5,-848.04,20000,7333
123.759,22.2468,19144.8,-598.617,369.512,12078.2,-196.12,30000,7337
343.644,318.994,9464.52,103.012,14.9715,13496.1,140.727,40000,7341
245.488,147.22,7410.09,2059.08,318.291,17959.9,-44.0071,40000,7353
240.013,123.214,11193.7,2303.25,222.957,15005.7,694.961,40000,7361
218.813,133.295,19796.8,21703.7,-1435.54,16049,-813.214,20000,7365
96.1887,78.2192,13808.2,1261.51,-24.4473,16422.5,-465.273,30000,7369
537.897,259.881,11811.6,9977.22,-775.817,-1469.06,60.4803,20000,7373
-14.7789,58.2046,11149.8,1026.07,663.914,5346.56,225.49,40000,7377
216.711,93.4713,20103.1,3882.58,-33.7849,15817.8,-895.067,30000,7385
454.337,225.378,59.9837,112.456,949.1,-783.102,-136.788,50000,7401
287.855,190.834,12987.4,3147.47,-47.3398,80.7086,27578.1,10000,7409
134.857,187.465,133.08,15.7379,869.929,-222.069,332.126,50000,7421
478.101,1094.92,168.933,77.1544,826.845,1973.49,-115.461,50000,7429
178.259,76.7646,6679.88,518.372,381.002,11454.2,586.583,40000,7433
247.974,403.546,15341.5,14953.7,-244.774,19499.2,-761.103,20000,7441
133.942,-61.4861,6756.82,-232.75,197.46,9011.23,-195.939,40000,7457
244.682,161.684,13192.2,972.712,343.541,13496.8,342.072,30000,7461
366.798,12.4185,8045.23,5642.82,409.405,549.646,14141.2,10000,7465
252.346,124.11,5510.27,468.106,744.876,-2086.24,180.282,50000,7489
112.897,144.253,7929.73,883.088,-448.514,-358.513,24830.4,10000,7497
412.413,13.2199,8426.68,1817.48,153.786,9046.4,-280.994,40000,7513
137.359,264.398,11236.2,15865.5,-981.267,21574.7,-383.278,20000,7517
233.456,9.28053,11329.8,3642.98,-676.428,680.367,16810.7,10000,7525
207.881,59.0391,5930.96,4645.53,481.79,-657.676,-227.115,50000,7529
6485.04,1327.38,190.484,-194.249,184.727,2380.48,-193.894,50000,7533
257.896,91.1967,10337.3,3851.33,547.365,10299,404.467,40000,7537
119.106,-34.8409,171.947,66.5071,70.9458,653.535,235.161,50000,7541
170.265,97.7873,455.032,-303.967,147.556,24638.4,736.94,40000,7545
223.872,245.464,15155.4,20829.7,-958.177,18074.3,-311.096,20000,7553
197.349,107.578,42.0875,83.9279,143.942,807.205,371.886,50000,7557
167.195,97.7139,18259.3,5450.25,-584.584,16079.1,21.8071,30000,7561
121.147,136.756,14959.6,2122.8,520.045,15925.3,-524.33,30000,7565
301.324,98.1105,14311,1403.64,-123.291,12658.4,39.8738,30000,7573
