"Comp-FITC_Alexa 488-A :: CD56","Comp-PE-A :: CD11c","Comp-PE-Cy55-A :: CD3","Comp-PE-Cy7-A :: CD45RO","Comp-APC_Ax 647-A :: 2H2","Comp-APC-Ax700-A :: CD4","Comp-APC-H7-A :: CD8","EventNumberDP"
226.933,-44.5126,10045.6,123.326,184.889,14453.9,-220.626,6517
181.886,240.647,14421.7,6054.27,-8.4669,27013.8,-283.88,6523
1417.76,126.417,13866,12026.6,-901.241,2983.51,24916.5,6541
244.619,598.46,117.178,169.347,1187.83,184.236,-43.3304,6547
5469.03,1791.06,117.962,434.887,-108.413,298.95,508.023,6553
368.682,275.202,18615.7,3588.95,347.349,14913.3,237.007,6559
195.991,72.2111,20415.6,1449.52,-350.006,17589.4,-631.483,6565
155.553,27.1111,6828.06,407.187,879.93,8846.91,-75.3632,6571
298.544,184.987,5349.38,11948.3,-242.287,11961.9,-577.67,6577
367.221,353.341,182.948,-23.9735,720.248,355.156,-217.128,6583
456.16,29.1978,462.635,-55.3589,247.779,49440,424.653,6589
104.875,84.5052,9063.4,124.137,799.043,16312.6,-238.151,6595
119.38,157.965,9995.62,643.531,287.224,14572,-324.599,6601
346.249,139.719,7182.21,1387.7,386.743,1046.08,24149.2,6613
75.7117,260.891,9071.57,-618.549,325.477,15549.3,-16.1541,6619
144.775,17.2691,9788.41,3850.42,-297.256,2298.71,16003.4,6631
48.6626,46.5154,10146.7,-287.744,335.822,11814.2,-173.705,6637
149.462,81.4679,325.371,82.9586,5.11076,17765.2,-87.0093,6655
182.396,61.0177,7704.83,380.742,-166.582,-319.446,22078.3,6661
66.3654,63.5484,13681.2,-876.484,-163.208,15356.5,371.435,6667
269.886,161.897,16882,808.31,800.121,17300.8,231.424,6673
134.265,80.7687,9626.9,2166.39,158.453,15423,-136.207,6679
203.72,32.9715,4905.99,840.907,520.072,12707.1,157.164,6691
132.875,41.4326,15309.4,640.578,56.5305,19626.6,-235.159,6703
92.3786,166.407,152.278,320.72,412.094,-758.254,341.665,6709
1657.31,1191.88,371.072,395.923,612.041,-52.8091,196.652,6715
198.585,210.869,4517.48,2967.48,233.691,-1910.29,30373.8,6721
276.771,191.281,5563.08,9982.13,-271.574,26115.1,536.73,6733
180.332,113.229,13621,-921.143,-251.34,10105.6,47.7757,6745
1064.72,220.455,8653.35,3628.34,833.609,-1293.51,12676.1,6751
437.513,1186.65,318.128,9.49051,39.9845,-104.708,5.88859,6757
13.7949,147.252,-25.724,53.5878,496.357,1220.98,718.026,6769
132.25,132.005,5224.77,7164.63,-550.192,16714.6,-980.994,6775
214.392,84.4962,6363.48,12913.4,-690.225,17900.8,-271.443,6781
263.41,319.08,505.321,-169.622,18.739,24361.3,-414.445,6787
123.013,167.515,8062.53,143.613,434.373,16379.5,-479.761,6793
297.315,184.122,18831.9,-343.329,-7.69056,13834.2,2.78493,6799
312.954,51.0201,15614.9,-296.079,821.917,21222.5,364.717,6823
207.395,172.23,13648.6,1526.83,514.839,18748.4,-520.951,6841
222.036,191.336,90.3025,-105.045,531.771,29205.4,-498.362,6847
312.537,265.474,16842.8,11219,-849.262,17485.2,-317.579,6859
281.523,11.7599,13154.1,540.684,159.987,-2506.52,29757.6,6883
391.541,376.801,221.844,-182.333,1176.92,-262.144,22.907,6907
32.5842,229.963,13081.7,-1431.78,292.052,17777.9,-126.689,6913
39.3555,76.8715,476.868,-111.019,521.157,45711.8,507.734,6919
201.348,-54.6836,4917.52,132.133,420.762,8825.56,63.9194,6925
186.675,197.185,7317.38,478.564,548.529,11037.5,194.954,6949
563.617,12294,-203.42,3538.29,1854.43,2928.01,114.547,6961
152.062,0.327755,14483.7,-410.136,246.705,9010.39,375.595,6973
201.293,76.3363,6470.07,4659.33,-43.8591,22897.7,179.328,6979
334.194,7.14641,16548.8,10321.2,-499.768,27841.6,-231.097,6991
301.29,131.105,10293.7,18434.8,-1620.71,10822,-339.356,6997
207.791,-28.3236,9131.22,546.403,375.833,12863.3,-179.142,7003
102.111,229.833,14610.6,1726.45,-488.012,18050.8,-730.449,7009
668.049,165.04,471.471,483.528,730.126,45597.9,234.139,7015
348.645,140.249,144.237,-40.5352,-75.4634,303.686,534.004,7021
189.713,156.959,6498.99,920.022,-285.497,13674.3,136.875,7033
306.007,-7.43593,9111.13,291.832,145.773,2550.51,15988,7039
228.755,95.8481,14794.4,-652.159,810.792,11969.9,-75.7581,7045
492.201,34581.1,-311.257,1578.84,530.163,10384.7,1081.56,7051
168.255,88.2178,15623.3,97.58,-233.632,17860.6,433.964,7063
197.492,163.462,11090.6,785.884,394.766,1155.36,19806,7069
262.099,118.442,12161.2,268.76,151.284,18813.5,591.286,7087
387.946,509.244,13514.5,3560.43,385.899,-19.9694,32806.9,7099
220.974,4.47818,12647.9,562.8,-659.348,18018.8,-259.843,7105
165.024,132.663,16231.8,589.989,-822.282,14121.3,438.328,7111
323.877,252.999,14337.3,168.079,1114.03,-2732.14,227.998,7129
293.582,185.942,9006.23,10262.5,-326.963,22090.2,285.619,7135
152.636,170.142,7951.48,399.479,947.228,18873.7,452.337,7147
276.617,483.24,347.481,57.7268,799.162,700.829,168.27,7153
191.501,193.452,6228.52,537.364,-100.842,236.381,16595.1,7159
112.037,190.319,7665.42,1104.05,427.386,486.266,19349.1,7165
3308.99,7031.69,473.142,4335.3,1836.73,3021.71,-103.435,7171
177.032,59.5086,11506,3061.6,183.316,18021.2,39.4632,7177
236.177,59.7146,10369.2,-58.4812,192.077,13976.1,-116.058,7183
406.136,6108.96,481.682,266.842,811.63,3514.41,-195.929,7189
434.059,250.078,12297.3,4861.46,158.031,14600.7,-533.103,7195
234.292,43.6427,18406.3,-12.1499,210.619,20068.6,231.528,7201
717.555,10025.2,2014.12,4710.48,1894.36,5806.44,1093.37,7207
233.923,101.461,17592.7,3401.69,503.001,12491.5,904.511,7213
214.418,49.2403,9532.45,787.82,495.294,16787.3,-82.9526,7225
325.712,218.763,9436.15,4996.74,307.894,13911.6,158.836,7237
575.648,-9.63523,2876.2,3962.76,-65.8068,-902.085,7496.27,7243
223.254,62.8369,14322,509.175,-404.924,11720.6,-310.848,7249
151.515,147.71,100.9,-63.9124,-164.452,913.536,997.23,7261
228.039,55.2394,4139.25,4041.98,171.072,11816.7,11.4403,7267
256.585,172.899,11581.5,2498.09,-232.572,-3085.25,25582.9,7273
50.2265,136.859,7148.19,2306.95,-273.612,8442.63,-235.135,7279
269.929,43.8095,18922.4,-1134.52,400.836,21735.8,-238.86,7285
135.301,123.799,12516.2,4399.71,86.787,10471.4,657.617,7291
123.248,111.044,4269.82,397.338,484.315,8238.29,-556.165,7297
297.993,141.14,7161.18,5377.47,-216.904,-342.842,1813.68,7309
12136.5,547.474,395.7,247.25,848.952,-895.211,123.726,7321
182.542,278.567,6468.44,15154.8,-786.938,16723.5,-735.008,7327
220.95,83.952,17216.5,510.521,1219.73,24099.6,-886.818,7339
174.521,-66.2734,9494.92,2654.58,424.231,16169.3,-279.041,7351
3353.96,175.092,43.3153,46.764,157.521,1084.07,2739.93,7357
210.817,130.581,6472.8,51.6846,-226.447,1166.78,19468.7,7363
363.851,10788.9,-162.485,2624.75,862.008,4144.62,341.413,7369
86.3858,68.5243,27430.5,-73.9279,673.558,20157.9,-309.93,7375
116.355,111.301,9659.49,-146.978,306.084,13590.6,-118.503,7381
574.108,213.915,387.582,599.281,808.147,42615.7,109.42,7387
310.978,127.766,152.038,141.846,1265.24,2269.14,103.644,7399
179.263,117.735,22306,-875.006,-144.783,16667.6,-553.65,7417
235.257,33.5736,2840.55,271.852,-290.702,331.344,3651.27,7423
553.019,295.884,15470.9,5561.15,-344.325,940.93,4128.75,7429
139.183,301.65,8426.91,8421.19,-223.845,13929.6,-627.903,7441
331.624,154.144,6855.29,9851.15,-387.656,15114.5,-435.424,7447
420.654,140.771,8297.21,4379.78,65.0423,1825.77,15272.1,7453
220.779,246.938,13400,64.1486,622.471,-4032.7,19854,7465
300.203,120.064,11799.2,2058.19,150.202,26858.6,98.8126,7471
290.544,183.742,9481.5,4530.25,400.206,87.9233,434.774,7477
267,192.624,2471.33,749.363,942.958,-2190.65,3665.05,7483
3706.46,1200.31,324.005,165.932,551.684,889.339,-277.319,7489
200.209,-4.8931,10410.5,-526.538,991.557,11156.1,633.162,7495
279.708,46.529,17032.2,-92.3842,440.98,15673.1,-120.498,7507
562.491,7676.96,1057.33,2601.48,1846.69,2499.56,206.185,7513
176.055,179.148,6986.02,9976.57,-370.172,-1236.04,13912.4,7531
320.476,76.993,8066.46,5667.01,750.444,19168.6,-769.734,7549
354.363,-5.83932,15460.2,3413.2,146.998,19476.1,-481.421,7561
145.032,155.755,18176.5,15989.6,-945.012,32101.2,347.48,7567
82.1431,315.522,7239.18,73.1511,96.9417,15479.7,-418.876,7579
376.783,78.1633,5396.6,-171.666,337.449,20866.9,195.031,7585
208.44,155.773,7510.65,27.8693,116.887,-2936.64,24349,7591
136.515,-72.0785,13599.8,5791,-861.991,18832.5,166.727,7597
177.584,-49.5201,8431.36,459.971,491.902,11784,503.931,7603
600.834,8478.97,866.657,11460.8,922.293,4926.75,-456.79,7615
13859.9,1213.09,410.995,-88.9985,54.6016,234.45,-101.404,7633
141.548,17.9681,119.635,158.866,-12.8429,1603.96,376.491,7639
180.773,151.365,12022.9,1152.9,-329.306,973.304,20681.6,7645
195.706,143.509,4356.63,108.457,761.885,6495.4,219.939,7651
207.108,958.942,106.254,1130.59,18.0025,2406.11,124.685,7663
614.025,222.198,10133.3,5428.59,-88.8898,1343.82,15559.3,7669
233.89,278.672,14140.4,4071.61,-747.855,317.566,1814.04,7675
218.3,268.685,10260.2,8623.43,-264.377,25940.5,-1178.57,7681
397.759,44.5557,7201.77,9465.46,-406.4,22966.1,-899.435,7687
232.276,125.819,13202.9,38.1207,-424.175,13002.4,-711.646,7693
156.177,37.7469,-30.6987,19.3106,-81.122,-59.6256,308.065,7699
204.269,174.041,81.0596,-149.334,-60.3988,-298.806,1145.33,7705
386.159,59.3361,12548.4,21336,-775.168,17606.8,302.562,7717
161.321,190.277,16286.9,874.741,-237.604,20400.6,-381.697,7729
235.164,173.124,5837.64,-718.036,256840,-28063.7,78858.1,7735
232.71,5.96113,3440.98,4385.62,-37.75,9751.31,-318.511,7747
335.509,11.9221,17727.2,-666.038,165.628,20032.6,-314.171,7753
190.124,14.6273,16079.2,-334.814,55.6183,15384.9,-23.9519,7759
251,129.757,229.431,-38.0362,699.296,-563.1,610.881,7771
2606.65,8440.6,208.703,159.169,128.626,629.594,11074.4,7777
149.392,106.26,-29.6035,-0.597235,856.883,1614.18,315.417,7783
425.523,378.204,9413.53,1635.81,982.193,9509.33,-22.6373,7789
172.137,128.288,73.2401,88.5417,279.272,792.983,478.885,7795
112.974,92.96,7315.3,-254.119,346.824,10773.7,438.119,7801
147.614,247.683,6698.6,4773.74,61.904,17533.8,-430.397,7807
416.715,-18.161,269.178,798.092,665.748,40578.2,71.8681,7813
126.169,185.08,8025.94,4926.45,-223.312,10008,-452.437,7819
215.065,68.5492,12264.7,-172.714,-42.494,17813.8,-658.061,7825
99.1187,59.1133,7520.3,499.663,314.811,11486.9,-594.881,7831
221.03,43.3774,5890.51,6410.59,-189.773,12820.8,-722.1,7843
257.002,81.2554,12293.2,-202.077,-630.464,-3919.95,23596.4,7849
1224.74,5079.66,129.089,-108.58,102.45,419.939,61.749,7861
164.264,169.562,10364.8,-13.461,-141.33,1511.66,23033.5,7867
209.512,135.344,18302,-95.2128,328.387,20389,1175.37,7873
118.587,162.836,13653.3,2839.69,6.015,16910,-205.844,7879
277.438,25.4223,108.798,78.679,640.828,2196.8,2385.48,7885
270.146,-77.8656,20593.4,1186.38,715.182,14872.2,-473.682,7909
351.274,234.826,15074.7,20684.6,-1293.78,33223.1,12.9513,7915
219.682,164.954,14152.3,18098,-1270.06,24304.5,348.35,7921
536.923,6899.89,1007.2,1110.17,660.322,7432.56,1843.66,7933
176.159,100.537,13.0578,321.119,54.5166,1683.17,333.234,7939
276.146,141.986,9237.88,16064.7,-759.928,18291.7,179.835,7945
330.836,202.843,498.13,245.467,533.788,37346.7,778.859,7951
252.817,239.656,261.67,130.932,1109.04,28192.5,-365.925,7963
29.2035,65.627,18385.7,-857.352,284.103,11699.5,225.367,7975
306.01,160.083,15368,6578.13,-865.388,2164.99,-773.134,7981
134.675,125.205,12437.2,829.675,122.199,8708.07,929.512,7987
205.849,69.7847,9222.83,-401.099,691.951,9776.12,257.817,7993
113.173,174.801,15481.8,1235.26,-454.868,21783.3,110.008,7999
276.936,19.9912,14429.4,33190.9,-2187.66,19990.2,713.154,8011
283.65,49.4423,10818.3,11520.3,-800.133,14330.7,161.752,8017
157.119,126.103,832.547,-167.462,150.807,40855.4,320.503,8023
314.26,-2.69211,277.71,-40.0834,594.174,1798.54,-103.954,8029
146.834,35.5234,19029.2,-779.587,158.973,18549.1,-307.608,8035
441.512,206.196,609.192,286.576,1134.58,41123.7,265.252,8041
242.835,262.78,355.758,-13.1098,326.13,833.668,553.542,8047
287.102,95.445,10299,7271.47,-762.941,21075.6,-145.027,8053
107.225,131.09,-32.9749,156.237,586.383,-263.127,10.3252,8059
295.731,298.428,16060.9,21883.6,-606.458,16080,-1314.44,8077
236.814,150.093,11306.2,9299.88,233.518,27006.7,-432.593,8083
409.71,135.816,309.018,312.232,652.556,12503.9,-25.6953,8089
143.433,94.4062,11326.1,16.2428,593.411,11952.7,115.374,8101
200.157,134.046,10172.1,15202,-623.14,10683.8,21.598,8107
269.871,158.758,11600.9,19840.6,-1221.44,25854.5,-259.766,8125
459.6,353.092,15931.5,2795.12,-102.188,20846.8,860.48,8137
140.306,127.18,8888.02,-780.81,165.43,14037.9,702.887,8143
319.428,394.032,8943.63,8077.58,382.415,21047.4,209.925,8149
583.162,2273.34,190.296,1338.16,2217.54,666.757,486.113,8155
2674.33,150.292,181.431,141.478,627.919,300.472,3231.26,8161
162.985,21.095,13367.8,373.974,99.0963,17518.7,-258.442,8167
251.426,191.566,14508.4,14096.3,-1783.94,17579.2,14.3328,8173
93.0628,66.6998,11877.8,222.223,928.656,13936.5,518.674,8179
77.2469,72.3833,7060.31,2733.09,215.016,9583.77,99.1778,8185
67.2224,30.8582,912.043,-242.065,307.165,36852.8,173.144,8191
262.848,123.907,12.5236,141.193,506.477,-385.126,229.025,8197
168.242,308.747,10115.2,1603.29,-31.5521,332.237,21387.1,8203
71.0945,21.0747,3445.8,594.459,460.652,-753.315,6493.93,8209
235.417,212.417,12827.2,-497.091,241.385,14429.5,-102.281,8215
211.651,121.611,4285.55,2485.48,494.328,7315.78,87.5108,8221
181.255,99.9385,23518.4,25515.9,-2413.28,14071.7,-1345.26,8227
99.7516,42.8444,3329.42,2078.85,245.038,8479.66,-290.51,8233
121.464,189.325,8754.01,318.508,222.379,10689.2,-18.825,8239
423.518,122.464,10679.5,7773.21,-143.325,15186.5,27.0655,8251
329.208,139.047,9991.44,-319.164,-410.134,-665.505,21486.9,8257
375.392,37.2798,8285.19,-491.862,-325.985,16335.3,176.014,8263
149.489,78.6329,19556,-320.641,315.113,19281,-708.746,8269
184.653,37.6704,12502,1613.46,242.114,10527.8,28.0836,8275
314.108,23.1123,128.601,-17.5022,-197.892,34728.6,-144.167,8281
253.186,44.7857,8112.38,-303.31,428.987,11117.5,241.678,8287
375.841,147.126,11076.1,9391.94,-42.8039,27922.5,-906.266,8305
178.117,94.1326,9662.2,12840.3,-692.302,17754.2,-363.406,8311
92.0895,53.0831,141.085,-49.3173,-131.134,139.518,327.184,8317
162.178,79.9039,15661.7,1345.7,-2.95683,17101.7,-95.8161,8323
186.142,85.7638,15398.4,-390.363,-427.909,15141.3,261.261,8329
124.747,-57.5492,9175.96,221.133,515.227,14972.4,-141.58,8353
154.283,-19.1735,7287.78,71.7813,70.9681,11958.3,-45.4142,8359
131.176,-6.98435,14697.4,-741.815,-400.582,12650.6,1037.54,8365
172.871,80.5808,7720.06,186.881,-262.653,828.867,17219,8371
354.745,1.60032,12342.6,10451.6,-409.15,25528.8,2865.53,8377
184.626,109.937,24174.1,232.487,980.333,17984.6,282.757,8383
379.699,-28.1358,231.148,-20.5533,443.335,19732.1,1167.8,8389
278.276,46.6483,18226.5,18704.5,-863.859,15924.9,-256.597,8401
472.546,59.3527,548.709,-8.62387,308.369,23633.9,-63.6956,8407
278.387,22.4469,14823.7,3976.61,-429.99,-475.375,35742.7,8413
374.36,112.557,4439.18,10537.9,-583.622,11289.5,206.007,8419
1502.15,487.826,240.432,121.042,205.618,1272.32,1062.63,8425
208.231,186.765,21504.7,1256.35,-115.316,20790.7,-264.803,8437
152.647,75.9695,6889.22,1641.05,63.322,9031.85,189.348,8443
182.039,280.602,7704.11,11998.9,-649.858,21074.4,-1306.06,8449
264.827,-7.72569,14723.7,21.9405,885.581,14035.6,-876.841,8455
335.819,189.814,139.553,265.816,-51.231,1141.1,221.071,8461
179.713,77.4012,12665.4,3316.64,191.309,16561.4,740.068,8479
240.424,259.954,112.186,154.901,1075.08,-29.5106,-230.751,8485
207.341,4.53012,308.12,354.798,330.593,38020.1,591.666,8491
609.706,8019.06,726.204,1253.86,2155.12,1632.87,752.926,8503
452.12,6602.99,366.244,3539.06,342.155,3833.72,-255.663,8515
109.564,116.14,252.3,-209.72,404.562,179.586,29.6876,8533
205.158,24.7151,7923.6,10352.4,-1203.02,-2465.71,20429.2,8539
140.85,101.568,13032.3,900.724,-378.873,15177.4,-627.812,8545
361.233,14881.4,969.359,1464.61,924.432,2169.32,550.951,8551
524.526,221.494,8733.98,7564.79,-1017.77,406.725,16409.2,8557
319.067,207.033,7088.53,4633.2,-95.9166,22870.2,-383.727,8563
4252.23,2886.91,307.074,4585.03,-458.076,-3.50662,543.224,8569
189.771,95.5881,17553.8,24054.5,-2266.48,23442.5,-2025.96,8581
109.67,64.3973,6873.22,365.517,-485.229,11018,212.922,8587
215.749,197.49,7592.33,1596.91,157.79,19146.1,-311.876,8593
166.283,105.492,6166.89,786.45,404.475,9109.68,-464.788,8599
483.587,131.255,261.934,152.937,920.729,2752.7,734.092,8605
764.075,200.488,322.656,386.35,556.688,66813.1,36.4424,8629
211.283,104.554,9789.26,6541.16,-112.815,21686.1,203.441,8635
1436.9,-31.7246,446.439,571.908,796.68,31814.6,2326.37,8641
164.765,143.187,17498.6,753.141,38.8452,16118.3,-269.678,8647
232.344,64.3712,8054.82,1851.16,-32.8874,14528.4,-673.127,8653
394.046,2501.86,273.232,3115.45,231.264,4236.87,-163.688,8671
256.954,250.597,9339.59,6641.57,-148.88,20405.3,-343.064,8677
1590.55,2595.62,509.428,161.566,80.8615,1068.97,1598.58,8683
233.789,-15.2493,5098.85,9129.16,-453.336,9755.98,253.621,8701
295.995,185.317,2271.39,2468.16,256.525,7231.37,62.4335,8707
202.143,168.108,9120.16,427.079,384.292,16862.7,-618.127,8713
99.5797,119.877,209.23,-197.031,1314.64,-408.546,276.062,8725
223.324,200.055,12139.1,2305.83,-157.439,21504.9,431.551,8737
135.615,-3.08325,275.446,-225.796,-120.688,4045.87,96.8447,8749
550.935,379.436,174.75,177.326,949.118,11997.3,-149.756,8761
296.03,128.745,165.25,-59.4648,105.566,844.001,1301.5,8773
89.0086,87.8225,106.434,-91.3051,-116.479,873.829,342.569,8779
225.168,441.136,17679.8,35324.8,-3541.84,-74.3669,40808.8,8785
176.775,60.4307,13983.5,-206.538,144.48,18192.4,243.405,8797
338.645,192.112,6959.11,11816.4,-809.633,18374.4,258.419,8821
415.413,84.0781,901.366,263.491,360.714,24390.9,-674.502,8827
464.682,547.292,260.37,165.57,45.3717,288.105,129.166,8833
176.476,73.8907,6199.77,12754.8,-1384.92,15423.5,-444.003,8839
269.34,149.796,6301.15,11450.2,273.657,9497.63,-70.1767,8845
225.961,3.57663,11143.5,13313.6,-1025.34,17495,-276.2,8857
233.292,771.756,365.683,-8.30176,153.5,1141.41,746.302,8869
240.793,148.48,8591.96,446.489,641.167,-939.845,12328.9,8875
164.944,272.325,13315.3,348.936,-330.069,14279.1,129.857,8881
178.094,13.8013,14112.4,971.52,-806.593,-1312.04,21014.8,8887
156.125,69.2176,7115.96,-112.107,269.556,11529,70.3798,8893
219.744,339.909,93.1058,184.415,575.754,56.5639,271.984,8905
282.021,175.523,8291.04,14500.4,-661.367,15791.2,497.669,8911
208.245,114.232,7218.52,13266.2,-707.678,17679,-474.075,8917
152.585,274.777,9595.3,3935.89,-505.394,8834.93,510.797,8923
124.569,97.8399,13114.9,518.289,-669.216,21702.1,134.978,8929
88.8837,-7.23395,9899.06,500.211,-50.3854,20486.4,766.755,8935
2154.27,272.862,-91.8141,183.247,380.312,1940.92,3986.09,8941
306.786,181.441,535.301,974.679,572.785,27690.1,213.787,8947
136.446,219.629,6995.59,5096.4,-412.949,11757.2,394.047,8953
5424.75,118.955,66.475,21.5214,391.528,2581.69,2679.83,8959
161.543,209.979,10594.4,1265.31,-211.211,1144.74,24868.4,8971
168.35,21.342,18935,-934.079,-47.1387,18840.5,-225.603,8983
93.606,194.49,10527.2,203.724,180.957,17894.1,-455.914,8989
240.694,27.6239,337.46,41.5668,185.651,62308.4,-945.138,9001
375.071,288.24,14646.3,4411.17,-474.653,-1631.06,29050.7,9007
251.464,318.867,8034.81,3865.25,-11.8529,8993.59,-342.727,9013
534.208,272.103,7453.64,5723.78,481.033,-602.984,485.799,9019
227.148,25.0268,9973.07,-506.934,-40.4094,20159.6,77.0196,9025
227.7,4.28115,4652.94,16240.6,-468.834,15820.7,-425.642,9031
228.906,143.468,18170.6,-504.574,498.327,17936.7,463.602,9037
178.441,198.654,13698.9,634.321,-322.934,13960.4,395.303,9049
152.02,-87.9963,11157.2,-426.316,-178.326,10413.6,461.592,9055
694.679,269.305,268.642,85.6476,274.045,875.099,57.3845,9061
205.295,87.452,14838.7,15779.2,-1344.24,21252.5,-598.504,9067
456.929,148.443,3684.15,1176.9,500.661,11319.9,56.1234,9073
4607.84,1445.37,178.281,180.539,63.2567,861.974,772.692,9079
145.403,80.8693,469.443,-257.021,662.185,-124.933,489.757,9085
337.842,88.0599,14797.2,114.292,319.255,23596.1,-346.289,9091
95.2145,204.753,11866.6,614.14,366.306,1134.99,19812,9103
260.218,137.292,4037.51,967.51,387.526,11061.6,-455.02,9115
75.6726,167.786,20716.5,543.478,134.791,-1059.22,28586.4,9121
218.991,112.641,11585.3,519.328,141.17,11009.9,1078.1,9127
271.442,15.5568,296.524,14.3904,-43.2616,20880.6,-48.2195,9139
163.699,120.994,443.44,-29.4286,599.498,-1058.97,944.38,9145
178.664,58.4257,15275,1161.03,281.392,16585.5,-377.499,9151
217.106,-6.78459,6506.36,11321.3,-549.306,18687.5,-101.64,9169
218.506,59.6604,9318.48,-630.955,1010.82,9241.08,119.22,9181
113.981,77.4703,2914.66,1298.38,59.0808,1315.51,5894.31,9187
113.076,61.6318,6162.79,-476.964,8.13764,8749.27,385.584,9199
84.7268,145.46,9402.05,420.867,-14.0982,9761.95,307.329,9211
243.791,165.413,10765.4,287.099,336.639,-219.978,23611.9,9217
123.367,49.3956,12522.3,2099.87,-796.378,14615.6,289.923,9223
156.989,68.9921,7045.9,-487.131,767.997,11105,-449.167,9229
198.559,169.338,12099.9,670.954,296.419,16437.8,-9.26552,9235
216.007,41.6692,16524.8,203.824,155.11,15841.5,165.414,9241
406.279,220.261,5677.73,4089.46,292.678,10001,-182.092,9247
306.55,204.365,12761.3,11836.8,-320.963,25385.8,-1007.27,9253
943.401,210.569,523.334,659.706,-81.2421,33080.2,515.185,9265
97.657,77.3557,111.94,208.888,234.215,-502.229,199.458,9271
133.085,-37.2454,5021.83,4135.58,-57.7208,7273.44,-258.928,9289
65.3239,144.272,125.512,57.8189,304.975,-65.9138,275.95,9307
240.536,-21.2114,7050.84,149.98,185.026,12677.8,-755.106,9319
5803.09,326.913,31.5955,32.246,96.2233,82.5107,761.74,9325
192.901,288.11,6837.41,1286.94,172.422,6552.35,360.38,9331
142.813,108.78,5639.27,292.281,527.799,12651.5,-432.982,9337
190.893,86.0366,16197.4,-548.677,-706.464,-266.833,20454.8,9343
166.601,117.211,11690.7,276.164,237.019,15352.3,-154.481,9349
138.965,156.616,19321.5,3128.8,300.544,8844.2,433.145,9355
310.977,61.9393,178.841,-10.8873,452.871,25760.7,-893.483,9373
223.578,107.194,2758,243.462,701.738,13241.2,46.869,9379
280.545,-9.90187,161.11,-28.8574,695.119,447.393,333.335,9391
226.496,85.9809,15112.2,17885.4,-904.753,15852.5,-5.27556,9403
141.924,280.562,14102,5484.7,724.222,11132.4,-325.161,9409
73.4677,88.7034,7274.14,-301.245,121.714,12904.6,252.441,9415
173.588,78.4141,9253.33,145.583,489.528,14736.6,-219.55,9421
379.563,138.131,401.398,-361.099,405.076,44211.5,-278.371,9439
243.128,121.835,46.8546,-140.098,26.6885,1761.68,295.364,9445
141.065,115.003,5814.15,289.04,532.302,16670.1,-62.313,9451
26.417,132.822,3153.33,787.025,806.966,8070.17,228.86,9457
127.16,33.0393,526.897,350.026,140.473,23925.7,-143.372,9463
131.194,104.284,6917.5,5297.31,733.107,17922.2,-84.8134,9469
413.037,56.6567,15351.6,10966.9,-622.509,20452.1,-1014.55,9475
578.115,6691.29,399.833,4611.62,3898.24,2087.34,7303.05,9481
360.812,266.637,10080.7,13940.5,-261.193,28548.3,-56.468,9487
213.982,119.281,12338.2,-587.337,82.7564,12085.1,-72.6186,9493
257.447,17.4135,10820.6,9915.43,-442.114,16235.8,250.108,9511
96.7703,35.172,13364.2,402.173,48.0139,18451.5,-392.453,9517
366.842,150.552,12999.7,10645.8,-1153.73,25940.4,-508.412,9529
178.899,63.6948,7914.99,1807.71,118.669,14301.9,32.2515,9535
169.298,176.803,7597.19,4441.03,-19.1779,15666.4,791.137,9547
156.072,101.387,5843.72,57.3649,-145.663,7782.93,-152.875,9553
212.865,193.753,11655,1988.14,543.651,1061.23,22502,9565
84.4649,93.0543,9637.41,320.236,-308.797,13761.7,-15.3515,9571
173.493,120.797,15607.1,25802.2,-3190.26,11377.9,23277.7,9577
262.562,48.3945,8603.39,402.907,-300.529,8001.12,497.595,9583
222.452,61.4909,7822.13,-199.277,561.257,13729.4,512.776,9589
24.6049,230.352,1.28603,326.135,-8.54121,300.949,-147.932,9601
109.447,115.963,234.862,67.2156,506.617,-558.147,265.107,9607
211.992,65.6619,7172.47,19314.5,-1261.07,17307,-624.147,9613
154.171,158.623,7484.91,931.41,437.38,18974.9,-136.188,9619
383.451,256.753,13530.9,10406.8,-355.273,23434.8,-264.356,9625
191.968,-17.1662,8503.75,820.986,461.636,21967,-317.211,9631
199.358,152.434,12069.6,297.968,272.725,17461.8,-380.562,9637
222.534,148.266,147.638,98.6079,-150.475,3038.82,302.807,9643
242.718,251.275,11448,1005.95,-712.671,1969.76,22844.6,9655
225.035,272.03,9740.64,15858,-1018.02,14533.8,-1244.26,9661
221.122,95.0901,11501,376.532,-325.834,207.818,24445.9,9667
188.654,-43.5021,6269.77,-368.312,275.892,18582.1,56.266,9673
139.05,102.941,6117.18,14319.1,-1191.84,19580.1,250.422,9679
262.572,24.6263,33.4853,-38.2054,87.6955,739.801,-0.0587707,9685
354.704,47.7945,16980.2,938.037,425.179,17459.9,174.337,9697
253.158,147.201,6576.51,11845.2,-522.11,21904.9,153.68,9709
1580.27,11635.8,-31.7292,60.1784,659.81,2726.95,-251.433,9715
100.415,-20.3143,17598.1,-331.788,512.537,19827.1,90.1847,9745
254.146,101.091,18373.3,17843.3,-347.834,27542.7,641.727,9751
389.12,94.5302,287.624,16.1568,-35.0076,52122.8,824.202,9757
148.522,93.135,15516.7,-472.814,208.806,27652.8,-874.797,9781
730.985,141.109,-28.8244,408.134,257.429,1165.26,472.653,9787
