"Comp-FITC_Alexa 488-A :: CD56","Comp-PE-A :: CD11c","Comp-PE-Cy55-A :: CD3","Comp-PE-Cy7-A :: CD45RO","Comp-APC_Ax 647-A :: 2H2","Comp-APC-Ax700-A :: CD4","Comp-APC-H7-A :: CD8","EventNumberDP"
310.276,112.149,16957.8,1046.54,460.93,22623.1,-16.5422,15997
270.109,164.903,14014.6,12783,-1120.4,1708.61,30934.9,16003
260.342,118.022,-37.7343,-18.8868,83.2494,1289.33,93.1804,16015
248.791,225.535,11102,6219.33,-792.372,20099,-533.088,16027
251.805,60.7679,-1.83234,179.536,517.16,388.736,-43.3592,16033
237.172,34.696,103.868,318.319,-156.652,56.1595,247.544,16051
204.67,87.5191,6904.8,456.141,651.467,15705.3,-442.598,16069
108.562,40.5256,14174.1,1380.28,259.137,12944.8,498.825,16075
172.939,-21.1487,14788.1,-391.582,637.867,18984.7,150.154,16093
271.464,87.4586,191.124,-0.15435,1021.53,80.1592,68.389,16105
127.587,2.72962,6756.55,180.827,1007.14,-985.357,10657,16129
152.441,142.541,10497.3,-627.6,797.408,12012.6,439.403,16135
99.2879,242.673,11848,-190.756,569.103,17896.5,-242.299,16141
404.619,227.832,183.752,1.07458,851.091,832.074,297.999,16147
175.536,48.8279,159.358,-131.923,1011.15,324.648,747.984,16153
269.785,59.1293,-66.9675,235.677,516.383,1860.07,248.704,16159
59.3415,16.121,15278.4,3736.42,-114.03,15261.1,284.708,16165
166.607,156.74,4460.64,375.747,383.393,-132.311,17105.4,16177
140.168,116.256,8788.9,11968,-515.76,13304.4,284.731,16183
258.074,103.354,440.154,-281.187,320.753,5374.71,469.443,16189
266.604,182.861,8465.37,4216.85,350.56,199.217,25843.1,16201
243.824,44.291,14124,1279.15,-165.834,17885.4,-961.873,16207
320.61,116.161,9179.17,8339.84,848.774,13606.1,-67.007,16213
260.448,113.965,7588.46,-595.675,646.601,12221.8,-185.832,16219
253.423,269.609,16074,3844.14,626.424,1844.16,-662.797,16225
111.665,-89.155,3388.42,761.4,230.352,183.081,5919.1,16231
2529.13,501.121,272.748,-38.3438,-171.355,1830.73,5773.78,16237
79.4414,189.969,4148.63,-203.044,-29.1106,8135.37,-451.069,16243
275.52,206.988,3934.63,467.68,478.433,13045.3,-417.132,16249
221.62,172.058,10637.7,217.805,712.296,7249.04,241.503,16267
130.125,-42.3449,339.089,488.202,614.693,23272.1,-276.582,16273
103.07,47.5246,84.8592,270.55,877.092,699.949,222.281,16279
313.106,88.9071,11367,23037.4,-1353.89,25539.9,328.589,16285
234.971,203.489,12794,10750.3,-794.459,15828.8,-757.997,16291
207.549,143.684,13540.3,83.9269,-877.059,-326.003,25703.9,16303
229.825,119.237,16937.2,710.314,123.823,15554.6,-119.513,16309
127.769,36.1166,11106.2,1122.35,-15.1103,11711.6,46.0024,16321
832.946,2963.83,193.152,135.344,776.235,-75.6031,-102.463,16345
179.499,62.4787,393.446,-166.125,87.2079,482.07,610.614,16357
226.648,12.5239,4566.37,166.301,130.835,731.313,10544.2,16369
284.487,147.74,9323.1,8477.17,628.567,19382.8,140.195,16375
145.988,190.231,6982.86,4102.96,196.137,17808.2,-257.932,16381
216.394,136.683,10650.1,26909.8,-1620.09,26131.2,-203.242,16393
112.215,-102.289,8147.59,-1005.51,912.529,12675.5,324.865,16405
100.088,149.073,4285.18,-136.398,966.568,8949.92,-239.896,16411
246.588,-1.75638,14974,87.9536,339.402,18386.1,-141.149,16417
93.0411,2.67446,11618.3,1465.98,-271.422,14037.3,107.019,16429
183.671,163.335,8001.96,1658.46,-4.78323,657.437,11449.6,16435
162.47,126.541,13114.5,4770.22,-49.9119,15643.6,-369.6,16441
1.83783,153.131,50.7756,-133.856,398.812,689.897,989.194,16447
127.069,14.2493,43.5909,-6.5442,22.0705,1107.89,369.499,16453
277.772,52.3517,6332.11,1188.63,213.416,18756.2,-425.883,16459
121.904,28.7808,16600.5,3908.99,-636.538,16396.9,-49.1711,16465
174.403,-52.0548,8949.51,387.096,-355.783,14750.3,7.94599,16471
236.993,67.8872,7447.73,3266.23,339.231,209.674,4513.42,16477
145.733,114.146,10828.9,656.077,239.04,9158.3,106.298,16483
125.625,150.171,8488.14,13583.6,-880.798,16514.5,-896.276,16495
88.5847,78.7969,22473.8,-891.159,28.7998,19020.5,-257.243,16501
246.583,13.5695,12206.5,16223.9,-1185.52,24459.3,-436.795,16507
90.2675,237.351,11501.5,109.416,82.9561,15781.7,-390.189,16513
293.912,119.535,6141.35,18123.1,-1221.19,22368.5,102.582,16519
196.24,85.9683,4855.62,388.793,-407.583,12422,-140.212,16525
83.5184,147.612,6906.71,540.289,6.77174,7512.29,-723.847,16531
195.561,-25.1453,408.084,-242.649,129.254,21325.4,657.625,16537
220.973,34.9897,14947.8,181.908,-72.959,-693.71,20909.5,16555
144.223,141.027,9443.39,629.062,34.2479,11618.4,-40.6006,16567
184.43,-16.441,7005.47,119.347,407.356,15960.7,-47.4172,16573
275.558,124.163,10612.4,6052.78,-45.2157,3298.09,-69.0499,16579
219.108,112.876,9299.74,1434.28,250.206,12182.2,286.783,16585
377.985,141.192,1827.4,5551.75,228.88,4325.55,400.658,16591
297.318,239.728,10837.6,8799.53,-319.97,30811,-496.345,16597
243.729,-19.8995,12594.9,12053.2,-191.834,25142.7,168.803,16603
75.9754,94.1771,7713.79,333.221,13.8329,9830.55,-107.769,16615
323.467,154.676,10625.8,5688.76,836.77,15356.2,338.998,16621
159.749,128.693,12527.1,752.946,-249.801,-1521.65,24767.7,16627
139.424,55.6447,13086.1,638.946,-103.217,9795.91,-557.617,16633
165.609,158.372,11371.9,2205.33,-110.918,1073.86,15093.9,16645
187.57,280.486,7991.36,1693.05,255.04,13756.7,-0.817693,16651
174.768,135.226,5806.18,757.424,900.953,7514.41,564.002,16657
306.791,92.7951,5210.63,5268.43,47.574,14848.3,-469.772,16669
120.903,82.9766,110.188,152.143,317.712,-547.393,142.649,16675
267.878,216.836,18268.4,12045.6,-778.954,-251.394,34320.2,16681
275.205,33.4406,6802.75,307.284,28.657,6000.4,423.529,16693
265.258,199.45,215.088,323.654,181.36,13539.1,-145.914,16705
222.666,100.938,8034.28,4250.01,526.395,10170.5,49.2951,16717
203.358,238.297,20.7279,-88.6615,744.15,248.387,625.783,16723
293.019,150.182,9095.4,7186.92,-101.144,19436,-691.789,16729
303.778,293.372,9512.72,5806.56,496.944,16684.6,-746.104,16741
232.863,69.704,12655.3,1323.92,6.66317,22457.1,-793.153,16753
118.901,33.2837,7408.36,213.341,-169.965,19452.6,120.604,16771
152.94,123.022,13222.9,-480.343,34.5343,18070.3,152.611,16783
260.371,234.007,4991.43,17773.5,-174.291,14510.8,-644.584,16789
220.007,88.0046,8657.35,17450.3,-893.132,23956,-638.382,16795
242.398,17.0468,8828.97,11052.8,-1027.51,19974.6,-223.008,16801
196.464,54.3199,6168.99,935.098,-596.723,-108.577,12021.2,16813
106.868,41.71,14983.8,610.343,-308.934,13731,273.514,16825
403.269,149.709,10816,4584.99,-344.924,-2086.59,11678.1,16831
467.845,127.198,288.757,121.169,321.459,21628.1,-15.8384,16843
118.816,148.604,476.335,286.431,544.935,24877.7,573.027,16855
170.233,146.658,14189.6,430.78,661.903,16105.2,-394.078,16861
329.28,-28.6923,8893.61,5378.7,-298.249,19659.5,1941.14,16873
568.542,3415.39,425.963,65.8471,833.74,-1018.53,27.1231,16879
224.442,111.747,9731.08,7933.8,-380.513,14717.9,-522.146,16885
252.003,137.347,14.141,94.517,1166.68,257.512,97.604,16891
279.515,7.10248,220.282,314.684,714.697,22267.4,1006.96,16897
103.218,27.321,3603.41,18579.1,-933.805,13038.6,660.161,16903
726.911,894.059,144.267,1.0045,-52.7082,1829.01,-193.133,16909
318.379,5.78354,1405.2,6288.92,-88.5343,9284.16,-597.026,16915
331.734,1.19175,9656.16,23957.1,-1680.65,29691.6,-254.075,16921
1006.36,3086.11,377.069,-185.412,54.8691,847.204,-90.0594,16927
930.536,7868.58,1935.52,7800.61,792.154,2836.32,1475.11,16933
300.108,96.8767,7319.1,1020.18,246.611,20302.7,-711.726,16939
269.123,158.826,4654.95,3095.28,187.021,17436.1,-278.94,16945
343.06,-68.932,276.958,193.657,755.024,295.791,1121.44,16951
215.589,446.325,205.061,2025.48,375.186,1809.14,390.949,16963
93.1136,-6.69857,14913.7,820.314,135.465,13313.6,-188.663,16969
170.243,97.4036,229.191,22.9136,553.918,776.233,996.131,16975
439.139,-70.9088,13001.2,8973.32,122.097,484.786,-293.949,16981
210.818,231.984,11415.1,-787.368,779.317,15718,-63.7569,16987
197.023,179.668,7321.56,14968.4,-458.459,15691,-433.818,17011
363.158,132.929,13613.1,161.468,347.972,21712.8,-210.559,17029
307.62,246.924,6473.69,17804.8,-623.673,18599.5,-220.624,17041
110.584,170.131,13943.4,4629.68,589.1,22505.8,154.853,17047
142.648,187.136,8536.14,14725.8,-596.705,26876.2,-1280.4,17053
214.537,142.179,17840.8,5855.15,-547.378,16471.8,-0.728018,17065
186.843,149.528,586.211,179.465,-9.76939,80.1634,1860.49,17089
208.703,-4.87028,17527.7,6032.95,-283.049,22141.6,-452.769,17095
377.049,171.751,13840.6,5689.31,-166.995,20267.3,259.703,17107
10.1708,89.6224,153.352,-19.6675,703.838,-429.268,559.221,17113
225.895,61.9628,18436.1,611.887,73.7778,24696.7,-575.444,17125
250.522,114.515,8850.2,832.194,238.16,17883.8,-409.242,17131
220.23,1441.2,21636.8,672.157,-202.853,188.99,8090.47,17137
442.862,1946.03,66.7142,875.871,2084.07,8186.12,560.366,17143
102.898,174.119,207.444,122.797,1010.5,-58.5661,-167.741,17149
164.327,125.31,-5.26973,-28.8773,839.024,-83.9969,262.146,17155
334.142,-53.62,229.848,116.174,163.654,-183.66,-64.2657,17161
332.298,285.977,12422.9,11653.2,526.151,16945.2,-1221.11,17167
185.103,122.516,7566.15,10359.5,-367.741,16284.5,-616.891,17173
39.9624,382.455,52.9621,-86.1601,1214.31,1154.84,-169.798,17179
221.854,66.9543,6017.37,-5.83285,944.71,-1086.55,6260.22,17191
241.181,138.694,8875.83,-233.623,682.17,-315.171,29614.9,17197
197.905,169.995,8780.3,-635.829,-370.555,11291.4,-165.213,17203
233.993,127.675,12618.5,163.374,-183.961,-273.823,30806.3,17209
138.22,37.3419,4333.38,546.019,200.61,130.631,5481.7,17215
146.3,105.201,10138.2,160.475,135.369,1917.33,23468.8,17221
200.394,106.133,3485.82,15405.7,-855.529,16084.3,-318.447,17227
177.959,18.8386,2817.68,3600.08,-95.4815,801.867,-166.321,17239
162.67,122.359,13235.5,-253.721,302.598,13211.8,49.9154,17251
1257.13,491.41,106.321,545.157,1099.81,2161.55,615.831,17257
319.889,44.9086,353.061,-97.1178,96.3235,667.109,1375.02,17263
164.505,65.0512,6203.14,14763.6,-889.708,23057.2,-749.901,17269
280.76,627.581,350.922,-101.169,1102.43,379.886,484.577,17275
446.211,169.984,371.689,-296.475,333.489,29899.7,803.202,17281
3810.8,2151.65,365.757,-35.802,-111.693,1791,243.157,17287
181.443,275.569,14993.9,-6.14724,-278.106,14217.2,191.406,17299
278.53,189.425,12735.3,2163.16,369.395,-1314.4,20685.5,17305
80.9472,69.0589,16690.7,-1173.27,92.02,17239.3,-120.571,17311
238.87,80.099,5328.22,1416.08,-164.667,1430.47,9114.51,17317
35.3646,130.813,21.5324,-120.36,545.968,-115.113,-122.298,17329
113.468,88.4482,11161.3,330.583,357.954,-615.897,30260.1,17335
426.698,178.653,10.7148,213.645,537.61,762.31,198.267,17341
240.211,179.099,6038.23,-519.56,387.21,-1358.63,4243.86,17347
997.706,238.722,7002.42,4083.86,-369.507,212.427,9754.94,17353
174.949,45.3751,4929.51,158.197,935.05,178.884,198.63,17365
387.755,202.997,15524.4,3001.21,84.8992,1435.65,28522,17371
291.981,-46.6869,3296.27,1038.06,485.862,811.172,4333.5,17377
138.748,74.0199,5991.42,1484.18,875.514,11952.2,-312.124,17383
442.025,430.91,7885.33,2003.14,882.922,373.291,14666,17395
328.954,126.348,7407.61,151.448,95.599,2136.68,46.5468,17401
296.953,31.3845,4966.58,125.969,-298.779,1202.76,6725.55,17413
88.897,104.133,9452.15,666.277,106.459,1218.12,16069.5,17419
5363.47,3202.26,950.878,15122.4,1181.79,4249.75,-232.423,17431
246.263,119.386,5763.8,9481.56,347.592,14297.1,-769.815,17437
279.115,31.0105,10687.4,8142.05,-271.816,25752.7,-166.648,17455
77.8261,52.1037,7260.39,23679.6,-1767.84,15605.6,-1320.68,17461
234.271,85.8546,5410.06,4874.67,154.505,6637.73,738.944,17467
149.891,55.8635,11038.4,1136.06,-94.1097,15068.2,227.546,17485
129.143,155.078,7102.54,404.463,-223.967,18945.9,-37.7714,17491
295.017,395.722,418.569,-71.8532,955.699,95.1959,7.18009,17497
1620.45,1993.84,132.432,-49.7709,478.615,-748.219,198.615,17503
183.369,-107.532,3890.91,817.835,12.7747,17511.1,-45.1657,17509
2165.54,2765.36,150.928,109.347,696.408,240.21,7362.01,17521
249.086,47.0979,-14.4388,27.5538,391.486,-403.696,49.6549,17527
42.447,71.7177,16662.6,1412.91,-742.554,-5086.59,25313.6,17533
173.841,77.3307,8475.95,296.014,-580.625,14501.4,-176.005,17545
229.693,26.1685,8146.36,7498.21,-1048.75,-221.095,20629.2,17551
273.249,7.64397,3731.83,43.6517,298.704,5651.33,151.393,17557
79.7291,45.2031,4942.16,9709.32,-534.585,306.849,6015.01,17563
250.24,-44.3002,5592.02,1608.01,-158.974,4.97812,1445.79,17575
189.662,-34.9602,11579.8,4849.21,-854.94,15552.9,-235.576,17581
323.288,-57.1289,2908.37,-418.884,-331.194,269.81,9628.82,17593
-27.488,87.5849,15513.9,-677.419,164.321,16057,-224.09,17599
251.593,167.031,8527.85,1273.49,221.746,13115.7,317.855,17605
1221.76,3488.65,519.044,4829.93,2828.74,3677.36,523.515,17611
190.199,-13.1753,5482.83,-220.898,411.758,9472.49,9.4346,17617
140.775,154.234,10125.1,-531.211,448.78,14743.4,167.737,17629
284.658,188.277,4390.59,184.482,119.92,449.637,6038.99,17635
262.831,24.2924,15361.5,-331.607,-142.376,16365.3,692.279,17641
381.057,175.476,459.243,198.027,852.051,36966.9,-395.282,17647
370.489,341.505,12888.9,17399.6,-186.014,14653.3,-769.673,17653
124.763,180.795,26532.2,4558.17,-5.3016,15496,1004.08,17665
199.341,189.23,979.408,25.9049,613.065,35732.1,-46.0271,17671
192.483,171.172,13591.2,3892.8,769.999,12219.3,-202.129,17677
177.488,88.7862,14982.9,-244.801,420.467,12117.9,-334.12,17689
260.071,210.873,130.777,2356.43,491.798,941.825,232.246,17695
298.059,130.763,15554.3,3434.64,-10.1577,22378.8,-309.518,17707
367.435,97.9716,5975.67,12532.8,-785.135,16433.3,-353.389,17713
59.0841,175.945,5356.53,5777.48,535.809,11508.6,-81.2205,17719
327.042,262.804,20118.5,7636.83,-1001.06,-69.4194,7287.86,17725
184.489,4.22029,6108.53,200.173,28.6147,12994.7,-621.748,17731
229.962,35.17,14160.8,72.1561,791.037,18226.5,-114.272,17737
236.14,229.586,10295.5,10558.9,-716.439,22660.1,119.829,17743
307.445,281.423,8876.88,33.3995,640.536,17615.3,150.217,17749
351.73,168.807,185.518,51.2072,102.328,739.308,263.764,17761
251.264,59.1881,246.062,-58.5924,470.237,1094.51,360.686,17767
285.566,27.3031,454.401,239.021,-179.742,-283.94,638.98,17773
96.2387,261.782,-81.175,335.271,551.57,880.533,295.124,17779
300.644,11.6655,5399.75,3886.73,-132.576,9593.77,386.318,17785
301.522,262.956,16371.2,3999.17,-386.261,-1897.8,20061.8,17791
316.572,72.7233,8256.62,7003.72,-38.5419,17096.7,-94.4936,17797
1168.02,157.54,12857.2,3603.3,-209.996,-613.741,156.114,17803
245.793,220.162,9486.74,-54.4592,-182.191,1208.84,22782.4,17809
140,10.3762,9219.39,-4.94466,10.7004,5806.29,-54.1013,17827
263.499,182.14,13301.3,-269.038,-526.549,-1247.6,28873.3,17839
107.228,127.653,10740.5,273.773,516.246,20692.2,-277.853,17845
185.776,246.28,587.561,-120.739,1115.91,35202.2,155.474,17851
297.131,59.9077,8141.54,6701.65,-714.679,281.71,22493.1,17857
362.981,295.784,11984.6,9834.65,-348.362,20897.7,-715.099,17863
176.45,104.251,-42.472,127.667,206.384,501.023,161.626,17875
237.07,218.695,13704.8,2749.49,44.9422,8370.27,410.391,17881
226.481,146.042,9340.54,5689.96,-948.884,26100.3,572.379,17887
209.387,55.3889,6972.81,401.586,-146.215,-557.661,17866,17893
277.544,96.4423,11534.5,6750.32,302.644,2433.82,-635.967,17899
251.18,139.354,5841.09,366.373,392.345,532.371,9399.38,17917
154.249,193.976,16325.9,1658.87,1028.56,19041.5,-425.352,17923
1594.05,1670.6,245.258,125.68,1061.36,-1074.76,6211.2,17929
162.577,63.6076,8995.04,2077.14,144.339,15613.4,18.8017,17935
146.368,71.935,61.1974,-146.784,165.609,1652.55,389.298,17941
150.507,126.857,11826.4,183.549,410.699,19330,-322.805,17953
119.884,16.1051,8432.63,2389.46,383.706,-470.228,3655.8,17965
1.27835,116.033,10137.5,520.399,147.86,11671.3,441.148,17971
169.76,306.427,7455.86,17663.2,-1509.9,230.523,22397.5,17983
170.122,183.031,19109.6,212.347,234.598,16926.7,-852.23,17989
223.014,135.495,10822.9,430.832,125.842,260.723,17385.2,18007
167.999,89.8316,5570.78,-120.18,327.91,18135.6,-134.66,18013
172.216,24.4526,4567.45,94.811,268.907,85.8226,8518.12,18019
225.385,248.707,160.52,-155.652,666.149,966.992,418.915,18031
101.627,290.426,12195.4,1906.13,-966.225,-1029.87,21645.2,18037
1978.31,672.5,11.0318,166.871,-162.163,1481.41,609.391,18043
140.324,265.949,10472,685.268,534.476,14732.9,434.433,18055
46.2761,10.4713,1639.22,675.722,21.7705,11310.7,-481.708,18061
157.667,212.584,5739.49,-869.041,1062.63,-1507.7,12148.4,18067
331.816,96.4193,23864,-726.812,-57.6967,22275,845.986,18073
212.59,99.9467,8176.46,1920.55,-294.077,13634,-113.52,18085
393.801,1233.64,14.8574,353.583,81.4872,994.569,4.65025,18097
176.84,184.699,13588.6,17909.5,-910.516,23764.8,-225.834,18103
142.224,61.5902,10410.6,-396.922,-442.748,9856.83,-306.995,18109
274.281,150.831,4452.27,84.6698,-155.38,11925.7,19.3943,18115
340.52,95.8352,6467.62,343.509,741.661,14852,-207.576,18121
147.424,13.286,21001.1,386.363,852.327,16500.4,-677.287,18127
189.739,148.983,11975.2,183.87,237.069,18940.4,-174.575,18133
10667.5,1812.61,77.9389,130.88,-103.284,739.652,2027.62,18139
124.062,104.565,9363.38,361.088,555.057,-1088.76,18590.4,18145
396.749,107.578,193.331,108.486,1066.69,-942.783,534.212,18151
307.618,189.11,4988.65,9322.21,-183.249,21378.4,-753.756,18157
291.069,-32.3329,7129.01,523.61,963.234,9378.28,-117.611,18163
88.1,170.962,14474.5,330.835,715.708,16998.4,-98.4265,18169
224.88,244.656,7409.38,5621.17,232.269,23818,-888.131,18175
329.035,161.658,6919.33,6065.79,-95.8746,8236.1,-69.5598,18181
262.347,188.595,14006.6,5755.87,51.3338,23212.8,357.986,18187
309.363,295.43,14805.7,15037.9,-385.791,-2920.7,15471.3,18193
309.537,60.7012,13649.4,-392.461,71.8613,13062.3,-104.989,18211
247.551,25.6786,11538.4,8949.5,-110.615,12269.1,-523.243,18217
306.987,172.542,19400.7,494.009,-442.746,-1022.46,35183.1,18223
280.491,1194.19,12495,1485.94,-369.343,-783.146,2175.28,18229
96.5424,129.694,25931.5,-504.9,368.397,23888.2,25.2326,18235
210.961,148.757,14007.8,1188.07,585.832,16502.9,-679.867,18241
383.704,308.374,9564.13,6158.19,-662.271,23812.4,485.043,18259
237.464,172.204,5564.35,5222.65,365.872,11290.9,179.91,18265
68.932,12.6734,145.445,190.794,190.952,949.425,-111.767,18271
379.384,63.5509,15509.1,22131.8,-840.959,22197.3,-172.535,18277
117.089,144.796,14717,331.471,-234.399,11375.2,-338.295,18283
133.664,237.729,6683.01,31.9993,98.7126,16454.6,-169.734,18289
227.933,104.209,13031.2,51.4889,223.892,15455.7,-246.732,18301
589.185,61.7135,252.021,116.302,-59.1857,17895.3,-393.866,18307
52.0481,67.8647,12855.8,-494.657,75.9945,11109.9,449.15,18313
158.877,75.4619,19584.6,5910.76,357.629,20209.9,-121.446,18325
360.524,105.29,10729.8,125.554,506.09,15216.1,147.589,18331
6719.81,753.026,74.1756,98.9763,252.771,463.659,332.67,18337
180.044,94.1767,10007.1,-675.377,-40.2971,14615.6,225.434,18343
59.725,80.8429,11619.7,10908.6,-985.553,21912.6,-862.426,18349
142.875,165.818,286.146,52.9392,1029.64,142.801,551.101,18367
292.542,77.9556,6073.85,16390.9,-1079.93,22203,-786.868,18373
892.072,144.721,577.856,783.841,88.4703,42120.9,78.6772,18379
580.788,291.624,12588.1,2019.55,-168.705,1899.77,0.453335,18385
61.2748,153.825,2609.89,6857.93,287.88,19402.9,-789.236,18397
146.218,-22.4108,498.173,148.043,683.339,5386.36,225.965,18403
278.422,278.293,7151.57,15834.3,-962.779,89.2254,70.2444,18409
165.127,-59.2027,8707.56,-112.058,299.376,14267.8,-409.765,18421
383.757,160.532,6213.45,655.304,1257.6,63.5749,320.759,18427
352.319,289.521,5508.53,10282.8,-328.524,21050.2,-873.581,18433
270.637,100.659,10143.1,1484.33,397.955,17116.1,-150.872,18439
93.6296,168.519,10329.4,840.853,278.355,13761.3,197.254,18457
368.504,42.6912,10819.9,342.543,719.323,14322.2,34.2008,18463
208.278,98.462,6538.19,711.25,701.607,13067.9,-226.253,18469
275.894,151.477,6528.14,5349.47,604.815,9542.02,-404.024,18475
289.175,214.57,3371.82,3000.03,234.988,11420.5,248.706,18481
129.964,64.1186,14942.1,324.188,68.7185,14075.5,41.2588,18487
110.293,154.182,11777.4,416.204,-125.128,14920.3,185.14,18499
37.6572,49.1123,4940.19,170.753,580.163,9923.3,177.336,18517
1892.37,2802.65,230.992,163.952,369.458,-55.9325,56.7833,18529
208.018,64.4603,18830.5,-442.436,-515.36,20034.6,255.124,18535
108.604,116.104,14888,15558.8,-1504.55,16749.7,-701.936,18541
224.649,93.8628,116.966,133.359,607.94,9406.08,-83.3249,18547
325.625,148.581,5518.41,2209.44,-500.225,2530.19,6535.75,18553
250.083,-10.9765,2573.58,4426.29,86.1088,9072.15,-541.877,18559
330.189,380.514,24244.7,1015.03,780.899,1508.46,26177.5,18577
322.779,269.875,8244.91,14860.2,-42.4867,26929.2,-278.197,18583
157.866,178.575,13599.3,2073.8,-269.425,-1003.13,26592.5,18595
348.628,138.662,8540.47,12739.8,-480.744,13502.1,-432.803,18601
48.0565,113.369,162.479,33.4392,813.087,-249.4,627.042,18607
230.218,89.8733,11284.4,445.483,357.575,16225,104.409,18631
179.219,172.114,193.953,-98.8633,528.562,713.733,138.218,18637
111.435,53.0182,9607.94,1359.87,648.503,23567.8,-20.8561,18643
186.327,73.2178,4616.93,360.624,481.842,160.828,10046,18655
280.024,80.3145,2295.86,11044.3,-544.961,10957.4,-124.959,18661
422.15,39.0583,7516.05,15338,-999.973,18504,-75.6283,18667
247.842,28.8139,5077.32,11566.3,-242.994,-795.71,5470.73,18673
87.9756,183.092,9545.91,158.989,247.742,-1046.15,16237.2,18685
326.791,-27.9594,12071.9,39.4311,230.785,1961.92,18517,18691
344.522,129.114,579.256,101.198,-66.1113,28045,317.713,18697
15.9032,41.1698,6073.52,610.346,-285.678,2416.9,11160.1,18703
122.824,6004.93,41.4478,227.923,411.265,1099.83,525.184,18715
224.898,-90.151,448.599,-240.863,748.166,-394.154,1475.38,18721
141.508,119.661,8298.02,-579.345,-65.109,16433.6,-330.515,18727
133.445,24.8881,11865.4,191.225,-437.741,-156.449,13019.3,18739
225.187,125.643,247.473,-85.6844,596.759,758.87,466.896,18745
264.78,-121.124,4323.87,-65.7245,870.803,17175.7,-408.339,18757
415.71,53.4931,446.579,774.955,629.883,61977.2,-852.09,18763
110.611,221.019,6134.42,2569.06,189.409,8876.89,-38.9389,18781
83.2883,90.6677,6272.81,542.954,-109.03,489.867,10931.7,18799
503.83,48.7479,19766.3,835.207,525.875,13813.7,409.91,18805
77.7846,237.931,256.83,88.9842,680.573,-170.3,616.651,18811
98.9245,38.8058,7383.08,289.142,39.3382,14924.4,-935.363,18835
125.22,59.1274,14821.3,691.586,-213.655,17004.8,414.915,18841
106.842,44.9148,9933.57,12282.8,-940.754,21265.1,-422.792,18847
219.675,65.1039,4967.3,989.797,243.764,11668.5,-165.296,18859
142.472,28.3159,7481.25,176.538,397.726,13298.6,-204.452,18871
132.341,24.7713,6736.55,528.165,585.172,23200,-606.044,18877
206.196,104.71,11781.1,197.883,51.0168,15383.4,426.495,18883
77.1667,133.135,8371.28,1410.94,770.211,9715.2,-481.952,18889
453.832,187.885,16867.4,14941.6,-290.662,20150.5,45494.3,18895
622.346,110.985,13486.1,5826.04,-44.4427,24753.5,-552.485,18901
3253,2091.16,132.607,88.5125,954.674,-673.797,-54.2771,18925
145.906,22.6167,125.775,214.273,468.491,-103.036,655.035,18937
159.057,-7.78333,26.1574,-34.5083,487.259,71.0374,142.627,18949
425.923,190.837,9750.91,11871.3,-521.384,17143.7,92.7136,18955
251.541,22.771,11086.2,4693.92,310.204,14841.1,-234.715,18961
3930.66,117.872,65.3947,427.913,423.957,810.635,595.43,18967
362.693,147.497,6297.15,606.58,796.898,-1234.55,11727.5,18979
165.927,150.155,13410.9,748.298,-308.298,9026.66,-46.763,18985
181.967,-29.3811,8886.25,-81.634,416.516,12198.4,-290.72,18997
1083.01,3636.77,-124.95,88.4522,1280.49,828.646,-58.8656,19003
144.962,42.3377,5459.38,2092.33,295.25,8520.53,-268.09,19009
116.906,38.5421,24.0338,-71.1204,457.604,-167.216,206.934,19015
387.917,312.947,5.98788,421.189,1000.42,2900.22,92.5459,19021
178.335,131.162,299.589,-109.407,479.853,1118.58,96.9044,19033
248.656,51.1338,6936.95,10557.9,-660.268,14939.7,-98.3109,19051
199.295,47.5047,20428.7,-1298.09,355.905,16177.9,-308.872,19057
282.883,143.807,327.181,119.243,545.314,224.761,-142.593,19063
351.527,123.949,9510.67,3978.6,14.6338,18056,-161.347,19075
279.401,117.247,84.6993,245.391,470.382,-779.727,453.375,19081
526.798,140.011,338.417,516.198,-237.348,35500.7,-510.975,19087
175.926,442.186,30.2609,192.86,561.636,1176.92,56.7092,19105
74.7497,8.20826,10743.6,171.175,-417.07,16137.5,-326.395,19111
308.013,129.241,7866.11,8397.95,238.589,21393.9,-1326.87,19117
167.865,85.9148,4346.81,-781.37,245.825,9968.18,-249.991,19123
350.422,228.96,6384.71,549.63,849.701,3525.63,16498.3,19129
257.326,144.431,13339,515.78,465.587,21707.7,81.3304,19141
106.274,23.7276,9278.09,171.582,575.142,16581.7,-350.657,19147
54.9993,61.8892,3811.01,4557.53,-236.412,5175.27,-11.6178,19153
119.285,194.464,8014.69,1076.08,101.22,17161.4,16.5638,19159
257.395,102.983,369.039,117.031,317.848,30413.7,394.149,19165
383.028,217.489,7854.27,10914.9,222.378,19067.6,-137.694,19171
76.9039,125.982,13175,1127.2,854.454,20899.2,-535.54,19177
193.242,118.485,16553.5,1518.45,225.345,15929.4,-38.0927,19183
2157.47,421.704,130.72,-174.649,539.994,1838.6,-199.437,19189
113.835,-30.063,5055.89,514.312,-249.616,7809.87,256.339,19195
74.6496,77.1138,1676.03,-51.5918,-23.2126,4959.85,422.875,19201
211.348,163.028,3670.01,44.779,-142.691,1969.49,7033.1,19207
484.656,622.259,6917.77,760.966,551.874,5620.39,20732.8,19219
238.146,132.235,6539.89,79.5051,118.095,804.593,-25.2129,19225
486.078,28.4417,782.015,504.328,212.004,38508,-802.777,19231
